"lonely_obs","male","agea","mnactic","domicil","hhmmb","eduyrs","trust_other","health","netustm","aesfdrk","hlthhmp","hincfel"
"0",0,35,"Unemployed","town",5,15,1.5,2,120,2,0,2
"0",1,66,"PaidWork","village",3,11,0.8,3,0,2,1,2
"0",0,58,"Retired","village",5,8,1,3,0,2,0,2
"0",0,52,"Unemployed","village",2,11,0.9,3,120,2,0,2
"0",0,88,"Housework","village",6,8,2.1,2,0,2,1,1
"0",0,44,"PaidWork","bigcity",2,19,2.1,3,420,1,0,1
"0",1,43,"PaidWork","bigcity",4,20,1.2,2,600,2,0,1
"0",1,21,"Education","village",6,14,1.7,1,360,1,0,1
"1",0,70,"Retired","village",2,11,1.7,3,120,2,0,2
"0",1,54,"PaidWork","suburb",3,12,1.8,3,60,2,0,1
"1",0,23,"Education","bigcity",4,16,2.2,2,900,2,0,1
"0",1,76,"Retired","village",2,12,1.2,4,60,1,1,1
"0",1,48,"PaidWork","bigcity",4,16,1.1,3,300,1,0,1
"1",0,73,"Retired","town",1,11,0.4,3,0,2,0,2
"0",0,60,"PaidWork","town",2,12,0.9,3,60,2,0,1
"0",0,75,"Retired","village",1,10,1.1,3,0,1,1,2
"0",1,61,"PaidWork","town",2,8,0.5,2,180,1,0,1
"1",1,37,"PaidWork","village",4,11,0.9,3,240,2,0,1
"0",0,62,"Housework","bigcity",2,12,1.9,1,180,2,0,2
"0",0,30,"PaidWork","town",5,17,1.5,1,60,2,0,3
"1",0,54,"Retired","village",4,12,0.7,2,130,3,1,2
"0",1,52,"PaidWork","town",3,12,0.1,2,60,1,0,2
"0",0,56,"PaidWork","bigcity",2,16,1.2,2,150,1,0,1
"0",0,41,"PaidWork","village",3,17,1.9,1,60,1,0,1
"1",0,22,"Unemployed","village",2,12,2.2,1,240,2,0,4
"0",1,16,"Education","town",5,8,1.5,1,600,1,0,1
"1",0,77,"Retired","bigcity",1,11,1.3,4,0,3,1,3
"0",0,68,"Housework","town",2,0,1.5,3,60,1,1,2
"0",0,74,"Other","town",2,8,1.4,3,60,1,1,4
"0",1,16,"Education","village",5,9,3,1,150,1,0,1
"1",1,82,"Retired","bigcity",1,16,1.5,3,0,1,0,1
"0",0,38,"PaidWork","town",3,23,1.8,3,360,2,0,2
"0",1,82,"Retired","town",2,12,1.6,3,0,2,1,1
"0",0,23,"Education","suburb",5,15,1,1,120,1,0,1
"0",1,42,"PaidWork","village",3,12,1.6,2,60,1,0,1
"1",1,57,"PaidWork","village",4,11,1.9,1,60,2,0,2
"0",0,63,"Retired","town",2,11,0.2,3,60,1,1,1
"1",0,63,"Retired","village",2,8,1.5,3,0,1,1,3
"0",0,44,"PaidWork","suburb",3,16,2.7,1,150,1,0,2
"0",0,40,"PaidWork","village",5,12,1.8,1,120,2,0,1
"1",1,42,"PaidWork","town",5,11,1.7,1,300,1,0,2
"0",0,65,"Retired","town",2,16,2.2,1,45,1,0,2
"1",1,66,"Retired","town",1,12,2,2,0,2,0,1
"0",1,33,"PaidWork","village",3,12,1.5,2,120,2,0,2
"1",1,64,"sickDisabled","village",3,11,0.9,4,0,2,1,2
"0",1,26,"PaidWork","bigcity",2,12,1.5,1,120,1,0,1
"1",0,67,"Retired","village",2,11,1.3,3,60,1,1,1
"1",1,76,"Retired","bigcity",2,12,0.7,3,0,2,1,2
"0",0,83,"Retired","village",6,4,1.6,2,0,1,0,1
"0",1,73,"Retired","bigcity",2,12,1.6,3,0,1,0,4
"0",1,53,"PaidWork","town",2,12,1.5,1,180,1,0,2
"0",1,53,"PaidWork","town",4,17,2,3,600,1,0,1
"0",0,16,"Education","bigcity",5,8,2.3,1,360,1,0,1
"0",1,69,"PaidWork","bigcity",2,16,1.6,1,90,2,0,1
"0",1,76,"Retired","village",2,11,1.3,3,120,2,1,2
"0",1,55,"PaidWork","town",3,18,1.7,2,120,2,0,1
"1",1,71,"Retired","bigcity",2,8,1.3,3,0,2,1,2
"0",1,32,"PaidWork","village",4,12,1.8,1,240,2,0,1
"1",0,21,"Education","town",5,12,2,2,180,2,0,2
"0",0,62,"Retired","bigcity",2,12,1.4,2,480,2,0,2
"1",1,44,"PaidWork","town",5,12,1.5,3,240,1,0,1
"0",0,59,"PaidWork","bigcity",3,28,1.8,3,180,3,1,2
"0",0,38,"PaidWork","town",6,13,1.7,1,120,2,0,1
"0",0,47,"PaidWork","bigcity",3,12,1.4,1,90,1,0,1
"1",0,49,"PaidWork","bigcity",2,12,1.9,2,180,2,1,2
"0",1,49,"PaidWork","village",5,12,2,3,60,1,0,2
"0",1,61,"PaidWork","village",3,12,1.8,2,0,1,1,1
"0",0,40,"PaidWork","suburb",4,11,1.3,1,60,2,0,1
"0",1,61,"PaidWork","village",1,8,1.6,2,30,1,1,1
"0",0,57,"PaidWork","town",2,16,1.3,1,180,1,0,1
"0",1,59,"PaidWork","village",1,11,1.2,1,300,1,0,1
"0",0,38,"PaidWork","village",6,11,1.8,2,120,2,0,2
"0",1,63,"Retired","village",2,12,1.2,2,20,2,0,2
"1",1,76,"Retired","village",2,8,1.6,2,0,1,0,4
"0",1,43,"PaidWork","suburb",3,11,1,1,150,2,0,2
"1",1,68,"Retired","village",1,11,1.6,3,0,2,1,3
"1",1,60,"sickDisabled","village",1,8,0.6,3,0,2,0,3
"0",0,46,"PaidWork","village",3,12,1.5,2,120,1,0,2
"1",1,39,"PaidWork","town",2,12,0.7,1,120,1,0,2
"0",0,17,"Education","village",4,8,1,1,180,3,0,1
"0",1,64,"Unemployed","suburb",1,12,2.5,1,60,1,0,3
"0",1,57,"PaidWork","village",2,12,3,1,30,1,0,1
"1",0,67,"Retired","bigcity",1,12,1.5,3,0,1,1,2
"1",1,19,"Other","village",3,12,1.1,1,480,1,0,2
"1",0,73,"Retired","bigcity",2,12,1.3,3,120,3,1,1
"1",0,82,"Retired","town",1,4,0.6,2,0,1,0,4
"1",0,73,"Retired","town",2,12,2.1,2,0,1,0,2
"0",1,34,"PaidWork","bigcity",4,12,1,1,360,1,0,2
"1",1,54,"PaidWork","village",1,8,1,3,60,2,0,2
"1",1,21,"Unemployed","town",4,12,1.1,1,180,1,0,1
"0",0,24,"PaidWork","town",5,15,1.3,1,360,1,0,2
"0",0,84,"Retired","town",4,4,1.5,3,0,1,1,2
"0",1,63,"Retired","suburb",2,17,1.1,3,60,1,1,1
"0",1,16,"Education","suburb",4,10,1.7,3,690,2,0,1
"0",0,29,"Housework","town",4,27,1,3,360,1,1,1
"1",0,88,"Retired","village",1,8,2.2,4,0,3,1,2
"1",1,58,"PaidWork","bigcity",2,12,1.3,3,120,1,1,2
"1",0,52,"PaidWork","bigcity",3,16,1.9,3,180,3,1,1
"0",1,53,"PaidWork","village",5,11,1,3,20,1,0,1
"1",0,66,"Retired","village",1,8,1.9,2,0,2,0,4
"1",0,62,"Housework","bigcity",2,12,0.9,1,120,2,0,2
"1",0,46,"PaidWork","town",3,17,1.9,1,180,1,0,1
"0",0,82,"Retired","village",4,12,1.3,2,240,3,0,1
"0",0,57,"PaidWork","bigcity",3,12,1.4,2,480,2,1,2
"1",1,88,"Retired","village",2,10,0,3,0,2,1,3
"0",1,66,"Retired","village",3,12,1.5,3,300,1,0,3
"0",0,62,"Retired","town",2,12,1.8,3,120,2,0,1
"1",0,63,"PaidWork","bigcity",2,12,1.8,1,120,3,0,2
"0",1,65,"Retired","suburb",4,12,1.8,2,240,1,0,1
"1",0,71,"Retired","town",1,8,0.6,3,0,2,0,2
"0",0,49,"PaidWork","bigcity",4,16,2,1,150,1,0,2
"0",0,54,"PaidWork","town",6,12,2.5,3,184,3,1,2
"0",0,35,"PaidWork","suburb",4,17,1.5,1,600,2,0,1
"0",1,72,"Retired","bigcity",2,12,1.3,2,240,2,0,1
"0",1,69,"Retired","village",4,11,1.7,3,0,1,1,2
"1",0,63,"Retired","bigcity",2,15,1.3,3,0,2,1,3
"0",1,71,"Retired","bigcity",2,11,0.5,3,0,2,0,2
"0",0,75,"Retired","village",2,12,2.4,1,0,2,0,2
"0",1,45,"PaidWork","bigcity",4,11,0,1,240,2,0,1
"1",1,63,"PaidWork","village",2,12,1.9,2,60,1,0,1
"0",0,23,"Unemployed","bigcity",3,16,2.3,1,60,1,0,1
"1",0,61,"Retired","town",4,13,1.7,3,90,2,0,2
"0",1,75,"Retired","town",2,11,1.5,3,120,1,0,1
"1",0,69,"PaidWork","village",5,19,1.9,1,600,1,0,2
"0",0,70,"Retired","village",4,8,1,3,0,2,1,2
"0",0,23,"Education","suburb",2,11,2.1,1,60,1,0,2
"0",1,66,"Retired","village",2,14,1.6,3,60,2,1,3
"0",1,64,"Retired","town",2,10,1.3,4,30,2,1,3
"0",1,47,"PaidWork","village",5,12,1.5,1,60,1,0,3
"0",1,44,"PaidWork","town",4,18,2.5,3,600,1,1,1
"1",0,16,"Education","village",3,10,0.9,3,306,2,1,2
"0",0,51,"PaidWork","village",3,11,1.7,3,120,1,0,1
"1",0,70,"Retired","village",2,13,1.3,3,60,2,0,2
"1",0,79,"Retired","town",1,9,0.8,3,0,3,0,2
"0",0,61,"Unemployed","bigcity",2,16,1.5,2,120,2,0,1
"0",0,46,"PaidWork","suburb",3,15,2.5,1,600,1,0,1
"0",0,71,"Retired","village",3,10,1.3,2,0,1,1,2
"0",0,50,"Unemployed","town",4,11,0.5,4,120,1,1,2
"0",0,16,"Education","village",4,9,0.9,1,720,1,0,1
"0",0,63,"Retired","village",10,12,2.5,1,15,1,0,2
"1",0,39,"PaidWork","suburb",2,12,0.9,2,450,2,0,2
"1",0,54,"PaidWork","village",2,12,1.6,1,0,1,0,2
"0",1,40,"PaidWork","bigcity",5,12,1.5,1,150,2,0,2
"0",1,80,"Retired","town",2,9,2,4,0,2,1,3
"1",1,38,"PaidWork","village",5,15,0.7,2,45,2,0,2
"0",0,21,"Education","bigcity",3,12,2.7,1,480,2,0,1
"0",0,25,"Education","village",3,15,1.7,1,150,1,0,1
"0",1,38,"PaidWork","village",2,11,1.4,1,120,2,0,3
"1",0,72,"Retired","town",3,8,2.4,2,300,1,1,2
"1",0,67,"Housework","village",2,8,1.1,3,120,2,1,2
"0",0,42,"PaidWork","town",4,12,2.3,1,240,1,0,1
"0",0,34,"PaidWork","town",3,12,1.4,2,240,2,0,2
"1",1,83,"Retired","village",1,7,1.1,3,0,2,0,2
"1",0,73,"Housework","village",1,8,1.3,4,0,2,1,3
"0",1,76,"Retired","village",2,11,1.7,5,0,1,1,3
"0",1,48,"PaidWork","town",5,11,1.6,1,60,1,0,2
"0",1,51,"PaidWork","village",5,13,1.2,3,330,1,0,2
"0",1,40,"PaidWork","town",5,17,1.7,2,660,2,0,1
"0",1,36,"PaidWork","town",3,11,1.3,1,90,1,0,2
"1",1,71,"Retired","village",5,14,1.8,3,0,1,1,2
"1",0,43,"PaidWork","village",3,11,1.8,1,90,2,0,1
"0",0,48,"Unemployed","town",2,9,0.7,3,240,2,0,2
"1",0,74,"Retired","town",1,12,1.8,3,0,2,1,1
"0",0,41,"PaidWork","village",4,17,1.7,1,60,1,0,2
"1",0,73,"Retired","bigcity",3,8,0.1,3,0,1,0,1
"0",1,53,"PaidWork","village",3,12,0,2,90,2,0,2
"0",0,57,"PaidWork","bigcity",3,16,1.7,3,180,2,0,1
"0",1,55,"PaidWork","bigcity",3,12,1.8,2,240,1,0,2
"0",0,67,"Retired","town",1,12,2.2,2,0,1,0,3
"1",0,73,"Retired","town",1,12,0.9,3,0,2,1,2
"0",0,55,"PaidWork","town",2,8,1.6,3,60,2,1,2
"0",0,70,"Retired","suburb",5,12,0.9,3,0,2,0,3
"0",1,17,"Education","suburb",4,10,1.2,1,240,2,0,2
"0",0,38,"PaidWork","bigcity",2,17,1.4,1,180,1,0,1
"1",0,81,"Retired","village",4,3,0,5,0,2,1,3
"0",0,29,"PaidWork","town",1,12,1.1,1,600,1,0,2
"0",1,63,"Retired","village",1,12,2,4,0,2,1,2
"0",0,59,"PaidWork","village",2,12,1.3,3,60,2,1,1
"0",0,40,"PaidWork","town",4,12,1.1,3,480,2,0,2
"0",0,50,"Unemployed","village",3,8,0.8,2,60,1,0,4
"0",0,33,"PaidWork","village",4,17,1.7,1,480,2,0,1
"0",0,68,"Retired","town",2,14,2.2,2,0,1,0,2
"0",1,77,"Retired","suburb",2,17,1.9,1,60,2,0,1
"0",1,30,"PaidWork","suburb",3,16,2,1,120,1,0,1
"0",1,70,"Retired","bigcity",2,15,1,3,0,1,0,3
"0",0,84,"Retired","town",2,16,1.4,3,0,2,0,1
"0",0,71,"Retired","village",3,12,1.8,3,60,2,0,2
"1",1,70,"Retired","suburb",1,8,1.9,1,0,1,0,2
"0",0,32,"PaidWork","bigcity",3,18,1.5,3,720,2,1,2
"0",0,31,"PaidWork","town",2,20,2,1,300,3,0,3
"0",0,27,"Education","bigcity",4,12,2.7,1,660,1,0,2
"0",1,76,"Retired","village",2,16,1.5,1,15,2,0,1
"0",0,16,"Education","town",5,10,1.9,1,180,2,0,2
"0",0,68,"Retired","bigcity",3,17,1.5,2,0,2,0,2
"1",1,62,"sickDisabled","village",3,12,1.5,3,0,2,1,4
"0",0,86,"Retired","village",3,4,1.1,4,0,2,1,1
"1",0,45,"PaidWork","bigcity",2,17,1.1,4,90,2,1,2
"0",0,18,"PaidWork","village",5,11,1.7,1,150,1,0,2
"0",0,74,"Retired","village",2,8,1.8,2,0,2,0,1
"0",1,71,"Retired","town",2,15,1.7,4,0,2,1,2
"0",1,18,"Education","village",3,8,1,1,180,2,0,1
"0",1,32,"PaidWork","town",1,11,1.1,1,120,2,0,2
"1",0,86,"Education","suburb",5,10,1.8,3,360,2,0,2
"1",0,24,"Unemployed","bigcity",1,11,1.6,2,360,3,0,2
"1",0,44,"PaidWork","village",4,8,0,3,240,4,0,1
"0",0,58,"Retired","bigcity",1,12,1.7,3,61,2,1,3
"0",0,19,"PaidWork","village",4,12,1.6,2,240,2,0,1
"0",1,24,"Education","suburb",3,17,1.2,1,360,1,0,1
"1",0,65,"Retired","village",2,18,0.9,3,0,2,0,2
"0",1,16,"Education","village",4,9,1.2,2,180,1,0,1
"1",1,59,"Retired","town",3,11,0,3,180,2,1,4
"0",1,54,"Unemployed","town",1,11,1.3,2,30,1,0,2
"0",1,47,"PaidWork","village",1,11,1,2,150,2,1,3
"0",0,49,"PaidWork","town",3,15,0.8,2,360,2,0,2
"0",1,25,"PaidWork","suburb",4,17,1.6,1,720,1,0,1
"1",0,67,"Housework","town",2,12,1.4,2,60,2,0,2
"0",1,46,"PaidWork","countryside",2,12,1,2,30,2,0,2
"0",0,63,"PaidWork","suburb",2,12,0,3,60,2,0,2
"0",1,71,"Retired","town",3,13,1.5,1,60,1,0,2
"1",0,56,"Retired","village",1,12,1.7,3,45,1,1,3
"1",0,77,"Retired","village",5,4,1.5,5,0,1,1,1
"0",1,53,"PaidWork","bigcity",3,12,1.1,1,240,1,0,2
"0",0,16,"Education","village",5,10,0.3,1,480,2,0,1
"0",1,61,"Retired","village",3,8,0.3,4,0,2,1,3
"0",1,35,"PaidWork","village",3,16,1.6,1,120,2,0,2
"1",0,64,"PaidWork","village",2,15,1.2,2,60,2,0,2
"0",1,37,"PaidWork","village",4,14,1.6,2,60,2,0,2
"0",1,73,"Retired","town",2,11,1.5,3,0,1,1,2
"0",1,66,"Retired","village",1,11,1.8,3,0,1,1,1
"0",1,51,"PaidWork","village",5,12,2,1,60,2,0,2
"1",0,41,"PaidWork","village",5,12,0.9,3,120,3,0,2
"0",1,72,"Retired","suburb",5,14,1.9,2,0,1,0,2
"1",0,84,"Housework","bigcity",1,8,0.6,3,0,3,1,3
"0",0,22,"PaidWork","village",5,12,1.6,1,540,1,0,1
"0",0,41,"Unemployed","village",5,14,1.5,1,120,2,0,2
"0",0,21,"Education","bigcity",3,14,1.6,1,450,2,0,2
"1",0,24,"PaidWork","village",5,14,1.8,2,305,1,1,1
"1",0,61,"Housework","bigcity",1,12,0.5,3,60,3,0,3
"0",0,18,"Unemployed","village",7,11,1.5,1,180,2,0,1
"0",1,22,"PaidWork","town",6,15,1.5,1,300,1,0,1
"1",0,46,"PaidWork","town",4,12,1.6,2,20,1,0,1
"1",1,50,"PaidWork","village",1,10,0,2,0,1,0,3
"0",0,60,"Retired","village",1,12,1.2,2,0,2,0,2
"0",1,24,"Education","town",3,17,2.1,1,480,2,0,1
"1",1,21,"PaidWork","village",5,12,0.4,3,150,2,0,2
"0",0,66,"Retired","village",2,4,1.2,2,0,1,0,3
"1",0,31,"PaidWork","village",3,11,2.3,1,300,1,0,1
"0",1,70,"Retired","village",2,12,2.2,3,0,2,0,2
"0",0,61,"Housework","bigcity",2,10,1.5,3,60,1,1,1
"1",0,22,"Education","village",6,15,0.8,3,300,3,0,1
"0",1,61,"Retired","town",4,12,2,3,0,1,0,2
"0",0,71,"Retired","village",5,10,1.4,3,0,2,1,2
"1",1,64,"Unemployed","town",1,11,2,2,0,1,0,2
"0",1,68,"Retired","village",2,11,1.4,3,90,1,1,4
"0",0,23,"Education","suburb",6,12,1.3,1,180,2,0,1
"1",0,51,"Unemployed","village",3,11,1,3,240,2,0,2
"0",1,16,"Education","village",4,8,1.4,2,300,3,0,1
"0",0,58,"PaidWork","village",4,12,1,3,60,2,0,2
"0",1,35,"PaidWork","village",5,11,0.9,2,30,1,0,2
"0",0,74,"Retired","village",3,4,1.4,4,0,1,0,2
"0",1,43,"PaidWork","bigcity",3,12,1.8,1,240,1,0,2
"1",1,22,"Education","bigcity",4,15,1.3,3,300,2,0,2
"0",1,56,"PaidWork","suburb",2,17,1.5,2,120,2,0,1
"0",0,66,"Retired","town",1,15,1.2,3,0,2,1,3
"1",0,16,"Education","town",3,10,1.5,1,240,2,0,1
"1",0,62,"Retired","village",1,12,2.1,2,180,2,0,2
"0",1,61,"Unemployed","village",7,11,1.5,2,0,1,0,2
"0",0,25,"PaidWork","village",6,11,1.8,2,180,2,0,2
"1",0,50,"PaidWork","village",4,12,1.1,2,60,2,0,2
"1",0,42,"PaidWork","bigcity",5,17,1.2,1,240,2,0,1
"0",0,49,"PaidWork","village",4,12,1.7,3,210,1,1,3
"0",1,42,"PaidWork","suburb",5,12,1.3,1,120,2,0,2
"0",0,35,"PaidWork","town",4,16,1.4,1,120,2,0,2
"1",1,69,"Retired","village",6,12,0.6,3,0,2,0,2
"0",1,50,"PaidWork","suburb",3,12,1,2,120,2,0,2
"1",1,74,"Retired","village",1,11,1.6,4,0,4,1,4
"0",1,20,"PaidWork","village",4,11,0.9,2,480,2,0,1
"0",1,51,"PaidWork","suburb",3,12,1.1,2,120,2,0,2
"0",0,52,"PaidWork","village",4,11,1.7,1,120,1,0,2
"0",0,69,"Retired","village",2,12,0.6,3,0,1,0,2
"0",1,24,"Housework","village",4,8,1.2,1,150,1,0,3
"0",0,46,"Unemployed","village",8,11,1.1,3,150,1,1,3
"0",1,76,"Retired","bigcity",2,14,1.7,2,0,1,0,2
"0",1,22,"PaidWork","village",4,12,1.7,1,120,1,0,1
"0",1,67,"Retired","bigcity",2,11,0.8,3,0,2,0,4
"0",0,31,"Housework","village",4,12,2.1,1,60,2,0,3
"1",1,74,"Retired","village",1,11,0,5,0,1,1,3
"1",0,54,"PaidWork","town",3,12,0.8,3,360,2,0,2
"0",1,52,"PaidWork","village",4,12,0.5,3,60,2,0,2
"1",0,22,"Education","town",4,15,1.6,1,300,2,0,1
"1",0,44,"Unemployed","suburb",4,11,1.8,1,40,3,0,1
"0",1,45,"PaidWork","village",5,11,1.5,2,30,1,0,2
"1",0,90,"Retired","suburb",1,12,0.6,3,0,3,1,3
"0",0,72,"Retired","village",5,1,0.8,2,0,1,1,2
"0",0,76,"Housework","village",3,4,2.1,4,0,2,1,2
"1",0,90,"Retired","town",2,4,0.9,4,0,1,1,3
"0",1,24,"PaidWork","village",2,12,0.8,1,300,1,0,1
"0",0,88,"Retired","town",1,12,2.5,3,0,2,1,2
"0",1,16,"Education","village",6,9,1.4,3,180,3,0,1
"0",0,68,"Retired","village",2,11,1.6,2,180,2,1,4
"0",1,43,"Unemployed","village",3,11,0.3,3,510,3,0,3
"1",0,65,"Retired","town",2,11,0.9,4,0,2,1,3
"0",0,69,"PaidWork","town",2,12,1.5,2,60,1,0,1
"0",0,50,"PaidWork","town",3,12,1.2,2,300,2,0,2
"0",1,24,"PaidWork","suburb",4,13,1.8,1,180,1,0,1
"1",1,73,"Other","suburb",4,11,2,1,0,1,0,2
"0",0,31,"Unemployed","town",3,14,1.4,2,120,2,0,2
"0",0,26,"PaidWork","bigcity",4,17,1.5,1,840,1,0,1
"0",1,31,"PaidWork","town",4,17,1.5,1,90,1,0,2
"0",0,26,"PaidWork","bigcity",2,12,1.8,1,600,3,0,1
"0",1,48,"PaidWork","town",4,14,1.8,2,300,1,0,2
"1",0,69,"Retired","village",2,11,1.8,3,0,1,1,3
"0",1,85,"Retired","village",2,6,0.8,2,0,3,1,2
"0",0,16,"Education","town",4,10,1.6,1,240,2,0,2
"0",0,57,"Unemployed","village",1,12,0.9,2,240,3,1,2
"0",0,75,"Retired","bigcity",2,17,1,3,120,1,1,1
"1",0,34,"Unemployed","village",4,17,2.1,2,120,2,0,2
"1",0,66,"Retired","town",1,8,0,3,0,2,0,3
"0",0,66,"Retired","bigcity",2,12,1.1,1,0,2,0,2
"0",1,34,"Unemployed","town",2,12,0.5,1,240,2,0,1
"0",0,80,"Retired","village",2,11,1.1,2,90,1,0,1
"1",1,54,"PaidWork","bigcity",4,19,0.9,1,180,1,0,2
"1",1,74,"Retired","village",2,8,1.8,3,0,2,0,2
"1",1,20,"Education","village",3,12,1.2,1,180,1,0,2
"1",1,39,"PaidWork","village",4,14,1.2,1,300,1,0,1
"0",0,55,"PaidWork","village",2,12,1.5,2,60,2,0,3
"1",0,69,"Retired","suburb",1,11,1.2,1,150,1,0,1
"1",1,67,"Retired","village",2,12,0,2,60,1,1,1
"1",1,79,"Retired","town",2,8,1.5,3,0,2,1,2
"0",1,86,"Retired","town",2,7,1.1,4,0,2,0,2
"0",0,60,"PaidWork","village",4,12,1,3,0,2,0,2
"0",1,18,"Education","village",6,11,1.2,1,480,1,0,1
"0",0,54,"Housework","village",2,11,1.7,3,60,1,0,1
"0",0,63,"Retired","bigcity",2,12,1.5,2,0,2,0,2
"0",0,37,"PaidWork","village",6,11,0.9,3,300,2,0,2
"0",0,32,"PaidWork","town",8,12,1.3,3,180,2,0,1
"1",1,50,"PaidWork","suburb",3,12,1.3,2,300,1,0,2
"1",1,82,"Retired","village",2,8,1.3,4,0,2,1,2
"0",0,27,"PaidWork","bigcity",5,17,1.7,1,300,1,0,1
"1",0,45,"Housework","village",1,11,0.9,1,150,1,0,2
"0",1,80,"Retired","suburb",1,12,1.6,1,0,1,0,2
"0",1,68,"Retired","town",2,11,1.2,3,30,1,1,3
"0",0,47,"Unemployed","bigcity",8,7,1.2,2,15,1,0,2
"1",1,27,"PaidWork","town",2,15,1.1,1,300,1,0,2
"1",1,30,"PaidWork","village",4,17,0.8,2,120,1,0,1
"1",0,21,"PaidWork","bigcity",2,11,1,3,300,3,1,2
"0",1,62,"PaidWork","town",2,12,2,3,360,2,0,2
"0",0,46,"PaidWork","bigcity",2,16,1.4,2,270,1,0,2
"0",0,73,"Retired","suburb",2,13,1,2,60,2,0,2
"1",1,67,"Retired","village",3,11,1.3,4,0,2,1,2
"0",0,47,"PaidWork","town",4,17,2.3,1,240,2,0,2
"0",0,50,"PaidWork","town",6,12,1.9,1,720,1,0,2
"1",0,41,"Unemployed","town",2,15,1.4,1,240,1,0,4
"0",1,59,"PaidWork","bigcity",4,14,1.5,2,0,1,0,2
"1",1,17,"Education","suburb",5,11,0.5,1,240,1,0,1
"0",1,72,"Retired","town",3,11,1.6,3,0,1,1,3
"0",1,28,"PaidWork","village",2,15,1.8,3,360,2,0,1
"1",1,78,"Retired","village",1,11,1.4,3,0,2,0,1
"0",1,71,"Retired","bigcity",2,22,2,5,0,1,1,1
"0",1,46,"PaidWork","village",2,8,1.6,2,120,1,0,2
"0",0,50,"PaidWork","town",3,17,2.1,1,120,2,0,1
"1",1,37,"sickDisabled","village",3,11,0.1,2,0,2,0,1
"0",1,44,"PaidWork","bigcity",1,12,2.3,2,150,3,0,1
"1",0,61,"Retired","town",1,12,1.2,1,60,1,0,1
"1",0,43,"PaidWork","town",4,17,1.5,4,120,2,1,2
"0",1,55,"PaidWork","bigcity",4,15,2,2,120,2,0,2
"0",0,21,"Education","bigcity",3,12,1.6,1,240,1,0,1
"0",0,54,"Housework","village",2,12,1.4,2,90,1,0,4
"0",0,63,"PaidWork","bigcity",2,11,2.6,3,420,2,0,2
"0",1,42,"PaidWork","bigcity",6,12,2.2,1,300,1,0,2
"0",0,58,"PaidWork","village",2,11,2.1,4,0,3,1,2
"0",0,59,"PaidWork","town",4,16,1.4,2,240,2,0,1
"0",1,63,"Retired","village",4,11,1.5,2,120,1,0,2
"0",0,49,"PaidWork","town",4,12,0.2,2,90,2,0,2
"1",1,74,"Retired","suburb",1,13,0.5,3,0,2,1,2
"1",0,43,"PaidWork","town",2,15,0.6,1,120,2,0,1
"0",0,27,"PaidWork","bigcity",4,18,1.8,1,180,2,0,2
"0",0,77,"Retired","bigcity",1,8,1.5,3,0,3,0,2
"0",1,68,"Retired","village",3,11,0.5,1,60,1,0,1
"0",0,61,"Other","town",2,12,1.2,1,30,1,0,2
"0",0,56,"PaidWork","village",2,11,1.4,1,60,1,0,2
"0",1,44,"PaidWork","village",3,12,1.4,1,0,1,0,2
"1",0,80,"Retired","village",1,4,0.8,2,0,2,1,4
"0",0,18,"Education","town",5,8,1.6,2,300,2,0,4
"0",1,31,"PaidWork","village",3,12,2.3,1,600,1,0,1
"0",0,83,"Retired","town",2,14,2,3,0,3,0,1
"0",0,36,"PaidWork","bigcity",2,16,0.9,1,150,1,0,1
"0",0,84,"Housework","suburb",3,11,2,3,0,1,1,1
"1",0,68,"Housework","town",2,4,0.9,3,0,2,0,4
"0",1,49,"PaidWork","town",5,12,0.9,1,120,2,0,2
"0",0,27,"Education","suburb",3,18,2,1,720,2,0,2
"0",0,37,"PaidWork","village",4,11,1.2,1,240,1,0,1
"0",0,25,"sickDisabled","village",1,8,2.8,2,0,1,1,1
"0",0,53,"PaidWork","village",5,14,1.2,1,30,2,0,2
"0",0,49,"PaidWork","village",4,16,1.7,2,540,1,0,2
"0",0,72,"Retired","town",1,16,1.3,3,150,2,0,1
"1",0,56,"sickDisabled","bigcity",1,12,1.7,5,300,1,1,4
"0",1,56,"Retired","town",9,17,1.2,2,60,1,1,2
"0",0,38,"PaidWork","bigcity",4,12,1.1,2,360,1,0,1
"1",0,27,"PaidWork","village",3,11,1.4,1,0,3,0,2
"0",0,60,"PaidWork","town",2,12,0,2,300,4,0,2
"0",0,39,"PaidWork","town",4,14,0,3,120,1,1,1
"0",0,77,"Retired","village",1,6,2.2,3,0,2,1,1
"1",0,77,"Retired","village",1,8,1.8,4,0,2,1,2
"0",1,34,"PaidWork","suburb",3,16,1.4,2,60,1,0,1
"0",1,45,"PaidWork","town",4,12,1,3,180,2,0,2
"1",0,21,"Education","bigcity",1,12,2.1,1,210,2,0,2
"0",1,39,"PaidWork","village",3,11,1.3,2,60,2,0,1
"1",0,63,"Retired","town",1,12,0.9,2,90,2,1,2
"0",1,72,"Retired","town",2,11,0.9,2,0,2,0,1
"0",0,58,"Retired","village",3,11,0.5,2,0,1,0,2
"0",0,59,"PaidWork","town",3,15,0.9,1,240,2,0,2
"0",0,23,"Education","bigcity",2,12,1.1,1,360,1,0,2
"0",1,75,"Retired","bigcity",3,15,1.2,2,120,1,1,1
"0",1,66,"Retired","bigcity",2,14,1.5,3,360,2,1,1
"0",1,70,"Retired","village",2,14,1.3,4,30,1,1,1
