"lonely_obs","male","agea","mnactic","domicil","hhmmb","eduyrs","trust_other","health","netustm","aesfdrk","hlthhmp","hincfel"
"0",0,62,"Retired","town",2,12,0.3,1,180,3,0,2
"1",0,63,"sickDisabled","village",2,2,1,5,0,3,1,4
"1",0,27,"PaidWork","bigcity",2,12,2.1,3,450,2,0,2
"0",0,72,"Retired","village",4,8,0.4,3,0,1,1,2
"0",0,54,"PaidWork","village",3,11,1.8,3,90,1,0,2
"1",0,75,"Retired","village",1,8,0.8,3,0,2,1,2
"1",0,54,"Retired","town",3,11,2.1,2,600,2,0,2
"0",0,27,"PaidWork","village",4,12,1.5,3,600,2,0,1
"1",0,46,"PaidWork","village",2,12,1.6,2,60,2,0,1
"0",0,36,"PaidWork","town",4,15,1.7,2,120,1,0,2
"1",0,48,"PaidWork","village",3,12,1,2,600,3,1,2
"0",1,80,"Retired","bigcity",2,14,1.2,1,0,1,0,2
"0",0,85,"Retired","bigcity",1,12,0.9,4,0,2,1,2
"1",0,74,"Retired","town",2,18,0,4,0,1,1,4
"1",0,77,"Retired","village",1,8,1.7,2,1200,2,0,1
"0",0,38,"PaidWork","town",3,17,1.9,1,600,1,0,1
"1",0,67,"Retired","village",2,12,0.8,2,660,4,0,3
"1",1,72,"Retired","village",1,16,1.4,2,0,1,1,1
"0",1,16,"Education","village",6,8,0.8,1,180,1,0,1
"1",0,66,"Retired","village",2,11,1.3,2,0,1,1,2
"0",0,47,"PaidWork","bigcity",2,15,1.3,1,240,3,0,2
"1",0,36,"PaidWork","town",5,12,1.5,2,480,2,0,2
"0",1,56,"Retired","town",2,16,0.6,2,150,1,0,2
"0",0,51,"PaidWork","suburb",4,12,2.1,4,30,1,1,2
"1",0,58,"Retired","town",2,11,1,4,60,3,1,4
"1",0,28,"PaidWork","town",2,12,0.7,2,720,1,0,3
"1",0,82,"Housework","village",1,6,1.4,4,0,1,1,4
"0",0,63,"Retired","bigcity",2,11,2.2,2,0,1,0,2
"1",1,68,"Retired","bigcity",2,12,1.4,3,0,2,1,2
"1",0,77,"Retired","village",1,11,1.1,5,0,3,1,2
"1",0,38,"PaidWork","suburb",4,16,1.2,3,480,2,0,2
"0",1,48,"PaidWork","town",4,16,1.3,1,300,1,0,1
"0",1,67,"Retired","bigcity",1,11,1.8,3,0,2,0,2
"0",0,33,"PaidWork","suburb",4,12,0,1,120,2,0,2
"0",0,66,"Retired","village",2,0,0.8,3,0,1,1,1
"1",0,70,"Retired","bigcity",3,8,0.5,3,0,2,0,4
"1",1,54,"Retired","village",2,14,1.2,2,150,1,1,1
"1",1,68,"Retired","town",4,13,0.6,4,0,4,1,3
"0",1,46,"PaidWork","village",5,15,0.6,2,60,2,0,2
"0",0,19,"Unemployed","town",4,12,1.5,2,300,2,0,1
"0",1,20,"PaidWork","village",4,11,1.6,1,180,1,0,1
"1",0,61,"Retired","village",1,8,1.8,2,0,1,0,4
"0",0,50,"PaidWork","village",4,12,1.5,1,30,2,0,3
"0",0,19,"PaidWork","village",5,12,2.4,1,480,1,0,2
"1",1,71,"Retired","village",2,9,1.3,2,0,2,0,2
"1",1,18,"Education","town",4,11,1.3,1,480,1,0,1
"0",0,39,"PaidWork","bigcity",2,13,2.4,2,60,2,0,2
"0",0,62,"Unemployed","village",1,11,1,4,0,3,1,4
"0",0,50,"PaidWork","village",4,12,1.3,1,240,1,0,1
"0",0,41,"PaidWork","town",3,15,1.5,2,120,2,0,1
"0",0,60,"PaidWork","town",2,15,1,3,60,2,0,1
"1",1,82,"Retired","bigcity",2,11,1.4,4,0,2,1,3
"0",0,51,"PaidWork","bigcity",5,11,1.3,3,120,3,1,2
"1",0,70,"Retired","bigcity",1,13,1.4,2,0,2,1,3
"0",0,68,"Retired","bigcity",2,22,1.2,2,360,1,0,1
"0",1,60,"PaidWork","village",2,11,1.7,3,60,1,0,1
"1",0,76,"Retired","town",4,8,0.6,4,0,2,1,4
"1",0,24,"PaidWork","bigcity",2,17,1.7,1,660,2,0,1
"0",1,63,"PaidWork","suburb",2,16,1.3,1,480,1,0,1
"1",1,90,"Retired","town",1,8,1.4,4,0,1,1,2
"0",0,77,"Retired","village",4,4,2,4,0,1,1,2
"0",1,19,"PaidWork","town",4,12,1.3,1,360,1,0,2
"1",0,83,"Retired","bigcity",1,16,1.9,4,0,2,1,2
"0",1,66,"Retired","suburb",4,11,1.6,3,120,2,1,2
"0",1,25,"PaidWork","village",3,12,1.3,2,300,2,0,2
"0",0,79,"Retired","bigcity",2,12,1.8,3,125,1,1,1
"0",0,40,"PaidWork","village",3,16,0.7,1,60,2,0,2
"0",0,41,"PaidWork","town",2,12,1,1,60,3,0,2
"1",1,26,"Unemployed","village",3,11,2,2,60,1,0,2
"0",0,62,"PaidWork","village",3,12,1.4,3,120,1,0,2
"0",0,68,"Retired","suburb",2,12,2.3,2,120,1,0,1
"1",1,70,"Retired","town",1,11,1.5,2,0,1,0,1
"0",0,39,"PaidWork","suburb",4,14,2.4,1,60,2,0,2
"0",0,35,"PaidWork","bigcity",4,17,1.8,1,60,2,0,1
"0",0,33,"PaidWork","village",2,17,2.1,1,120,1,0,1
"1",0,25,"Unemployed","suburb",3,8,1.4,1,210,1,0,4
"0",0,27,"PaidWork","suburb",3,16,2.1,1,480,2,0,2
"0",1,73,"Retired","bigcity",2,11,2.4,3,0,1,1,2
"0",1,55,"Retired","town",1,12,1.5,3,60,1,1,2
"0",1,16,"Education","village",4,8,0.8,1,60,1,0,1
"1",1,66,"Retired","town",2,11,0.6,3,0,1,1,2
"0",0,58,"Unemployed","bigcity",3,12,2.2,1,300,2,0,2
"0",1,63,"PaidWork","village",2,16,2,3,720,1,1,1
"0",1,29,"PaidWork","town",2,14,1.4,1,420,1,0,1
"1",1,51,"Retired","town",4,14,2.3,3,120,1,1,2
"0",1,30,"PaidWork","village",3,12,0.8,1,300,1,0,2
"0",1,72,"Retired","village",2,16,1.3,3,300,2,1,1
"0",1,74,"Retired","town",3,12,1.5,2,0,2,0,3
"0",1,66,"Retired","bigcity",3,16,0.9,3,180,1,0,1
"0",1,55,"Retired","town",4,12,0.3,3,60,1,0,2
"1",0,66,"Retired","bigcity",3,14,0.5,3,30,1,1,2
"1",1,70,"Retired","village",2,11,1.2,3,0,1,0,2
"1",1,82,"Retired","village",6,5,1.3,4,0,2,0,4
"0",0,38,"PaidWork","suburb",5,12,1.6,3,360,1,0,1
"1",0,55,"Retired","village",1,8,1.2,3,120,2,0,4
"0",0,56,"PaidWork","village",3,12,1.8,2,180,1,0,2
"0",1,35,"PaidWork","town",3,11,1.8,3,90,1,1,4
"1",0,36,"Unemployed","town",4,12,2.4,2,120,2,0,2
"0",0,32,"PaidWork","town",6,17,1.4,2,120,1,1,1
"0",0,62,"Retired","village",2,11,1.2,2,0,1,0,1
"0",1,35,"PaidWork","village",4,11,1.3,1,300,1,0,1
"0",1,69,"Retired","suburb",2,16,1.1,2,60,2,1,2
"1",0,70,"Retired","suburb",1,14,1.2,1,30,2,0,1
"1",1,22,"PaidWork","village",3,12,1.4,1,240,1,0,1
"0",0,39,"PaidWork","bigcity",2,16,1.3,1,150,1,0,2
"0",1,23,"PaidWork","suburb",4,13,2.1,1,150,1,0,2
"1",0,30,"PaidWork","bigcity",3,12,1,1,240,1,0,2
"0",0,67,"Housework","town",3,3,0.5,2,0,1,1,2
"1",0,77,"Retired","town",2,4,0.6,3,0,2,1,2
"0",1,40,"PaidWork","bigcity",3,17,2.4,1,390,2,0,1
"0",0,47,"PaidWork","town",3,16,1.5,2,180,1,0,2
"0",1,56,"PaidWork","bigcity",3,12,1.9,3,180,1,0,2
"0",1,76,"Retired","village",6,8,0,4,0,1,1,1
"1",0,46,"PaidWork","village",4,11,0,2,240,3,0,2
"1",0,55,"sickDisabled","village",2,11,1.3,4,60,2,1,2
"1",1,62,"Retired","bigcity",4,11,1.1,5,0,2,1,2
"1",0,77,"Retired","village",1,4,2.5,2,0,2,0,4
"0",1,58,"PaidWork","village",2,12,1.2,2,0,2,0,1
"0",1,55,"Retired","village",2,11,2,3,0,2,1,2
"0",0,39,"PaidWork","town",3,16,1.8,2,360,2,0,1
"1",0,44,"PaidWork","village",3,11,0.7,1,0,1,0,2
"1",0,74,"Retired","bigcity",2,12,2.2,4,120,2,1,3
"0",0,19,"PaidWork","town",4,12,1.1,1,240,3,0,1
"0",1,57,"PaidWork","village",3,11,1.7,3,60,2,0,2
"1",0,69,"Retired","town",1,11,0.2,3,0,2,0,3
"0",1,32,"PaidWork","bigcity",2,18,1.7,1,480,2,0,1
"0",1,19,"Education","village",4,11,1.4,1,210,2,0,4
"0",1,73,"Retired","town",2,12,1.6,1,60,1,1,1
"0",1,25,"Education","town",4,12,2,1,150,2,0,1
"0",0,38,"PaidWork","town",3,12,1.2,1,240,2,0,1
"0",1,52,"Unemployed","town",4,11,1.3,2,0,1,0,2
"0",1,59,"PaidWork","village",2,11,1.5,3,10,1,0,3
"1",1,19,"Education","town",3,12,1.6,1,240,2,0,1
"0",1,66,"Retired","village",2,10,2.1,3,0,2,0,2
"0",1,56,"Retired","bigcity",3,8,2.4,1,10,1,1,1
"0",0,71,"Retired","bigcity",2,16,1.1,2,0,1,1,2
"0",0,37,"PaidWork","village",4,12,1.2,2,120,2,0,2
"1",1,60,"sickDisabled","town",2,8,2.1,4,0,2,1,3
"0",0,25,"PaidWork","suburb",1,17,1.4,1,180,2,0,2
"1",0,57,"PaidWork","town",4,12,1.2,3,120,2,0,2
"0",1,52,"Retired","village",3,12,2.6,1,30,1,0,2
"1",0,77,"Retired","village",2,6,1,4,0,3,1,3
"0",1,63,"Housework","village",3,10,1.3,3,0,1,0,1
"0",0,75,"Retired","village",2,11,1,4,0,2,1,2
"1",0,49,"PaidWork","town",1,15,2.1,1,120,2,0,2
"0",0,73,"Retired","suburb",5,4,2.2,3,0,2,1,2
"0",0,27,"PaidWork","bigcity",2,18,0.8,1,240,1,0,1
"1",0,64,"Housework","village",2,8,1.3,4,0,2,1,4
"1",1,59,"Retired","town",2,12,1.3,2,30,2,0,2
"1",0,84,"Retired","village",1,6,1.1,4,0,2,1,3
"1",0,73,"Retired","village",2,12,1.1,3,0,2,1,2
"0",0,44,"PaidWork","village",1,11,1.6,2,60,2,0,2
"1",1,20,"PaidWork","village",3,12,0.2,1,180,2,0,1
"0",0,46,"PaidWork","town",3,12,1,2,360,2,0,2
"0",0,41,"PaidWork","village",4,17,1.2,2,90,2,0,2
"0",1,22,"Unemployed","town",3,11,1.5,1,270,1,0,3
"0",1,61,"PaidWork","town",2,11,1.8,1,0,1,0,2
"0",0,59,"PaidWork","bigcity",2,12,1.3,2,120,1,0,2
"0",1,40,"PaidWork","town",4,20,2,1,60,1,0,1
"1",0,86,"sickDisabled","village",4,4,1.7,3,0,2,1,2
"0",0,52,"PaidWork","village",5,8,1.2,3,0,1,0,2
"0",1,69,"Retired","suburb",2,13,2.2,1,0,1,0,2
"0",0,23,"PaidWork","village",2,12,0.8,2,120,2,0,2
"1",0,68,"Retired","village",3,4,0.5,2,0,2,0,4
"0",0,35,"PaidWork","bigcity",2,16,1.5,1,390,1,0,1
"0",1,79,"Retired","bigcity",2,20,2.1,3,180,2,1,1
"0",0,34,"PaidWork","bigcity",2,16,1.3,1,480,1,0,2
"0",0,32,"Housework","village",4,12,2.1,1,90,1,0,1
"0",0,77,"Retired","bigcity",5,11,1.3,4,0,3,1,1
"1",0,66,"Retired","village",1,8,1.8,3,0,2,1,4
"0",1,40,"PaidWork","bigcity",5,12,0.9,1,390,1,0,1
"0",1,51,"PaidWork","town",4,12,1.3,1,180,1,0,2
"0",0,52,"PaidWork","village",5,11,1.3,2,0,2,0,1
"0",0,17,"Education","bigcity",3,11,1.7,1,240,2,0,1
"1",0,23,"Education","village",5,16,1.3,3,150,1,1,2
"0",1,19,"PaidWork","village",3,12,1.1,1,120,2,0,1
"0",0,61,"Unemployed","town",2,11,2.2,2,0,2,0,3
"0",1,50,"PaidWork","suburb",3,14,1.6,1,120,1,0,2
"0",0,52,"PaidWork","village",3,12,1.2,2,90,2,0,2
"1",1,28,"PaidWork","town",1,15,1.4,1,360,1,0,2
"0",1,83,"Retired","village",3,6,1.2,2,0,2,0,1
"1",1,22,"PaidWork","village",5,11,1.3,2,540,1,0,1
"1",0,56,"PaidWork","town",3,8,1.2,3,120,1,0,2
"1",1,17,"Education","village",4,10,1.8,1,420,1,0,1
"1",0,73,"Retired","bigcity",1,17,1.4,3,0,2,0,2
"1",1,62,"sickDisabled","village",1,8,1.9,4,0,2,1,3
"1",1,20,"Education","town",3,12,1.6,1,300,1,0,1
"0",0,51,"PaidWork","bigcity",2,11,2.1,2,120,2,0,2
"0",0,75,"Retired","village",1,8,1.4,3,0,2,1,2
"1",1,74,"Retired","village",2,12,1.2,5,0,1,1,1
"0",0,64,"Retired","village",1,8,0.8,3,0,2,0,3
"1",0,59,"PaidWork","village",2,12,1,2,60,3,0,2
"1",1,67,"Retired","village",1,11,0,3,0,2,1,2
"0",1,21,"PaidWork","bigcity",6,12,0.5,1,420,1,0,1
"0",0,45,"PaidWork","bigcity",5,20,1.7,1,240,1,0,1
"1",0,60,"Housework","bigcity",1,11,1.1,3,0,2,0,2
"0",0,68,"Retired","town",2,8,2.1,2,0,2,0,1
"0",0,18,"Unemployed","village",5,12,1.7,1,120,1,0,1
"1",0,21,"PaidWork","village",7,11,1.1,3,420,3,0,2
"1",1,60,"PaidWork","village",2,12,2.2,1,60,1,0,1
"0",1,33,"PaidWork","village",3,12,1.6,1,180,1,0,1
"0",0,51,"PaidWork","town",3,18,1.3,2,480,2,0,2
"0",0,23,"Housework","town",3,11,2.2,1,150,2,0,2
"0",0,74,"Housework","town",6,15,1.5,3,0,1,1,1
"1",0,66,"sickDisabled","village",1,3,1.8,3,0,3,0,4
"1",1,43,"Unemployed","town",1,12,1.5,4,120,2,1,3
"0",1,45,"PaidWork","town",4,11,1,3,180,1,0,1
"0",0,68,"Retired","village",2,11,1.9,2,60,2,0,2
"0",1,34,"PaidWork","village",3,12,1.5,1,30,2,0,3
"1",0,35,"Housework","suburb",6,12,2,5,90,1,0,1
"0",0,23,"PaidWork","village",5,11,2.1,1,120,3,0,2
"1",0,80,"Retired","suburb",2,11,0.1,4,0,3,1,3
"1",0,80,"Retired","village",1,0,1.7,3,0,2,0,2
"0",1,66,"Retired","town",2,15,1.6,3,300,2,0,2
"1",0,76,"Housework","village",2,8,1.5,4,0,2,1,3
"0",1,67,"Retired","village",1,8,1.3,5,240,2,1,2
"0",0,30,"Education","village",2,12,0.9,2,240,3,0,1
"0",1,62,"PaidWork","town",2,16,1.1,3,300,2,0,1
"0",1,72,"Retired","village",2,8,1.2,2,0,1,0,2
"1",0,73,"Retired","village",1,15,1.7,4,120,2,1,3
"0",1,67,"Retired","town",2,11,1.3,3,120,1,0,1
"0",1,41,"PaidWork","village",3,11,2.1,1,60,1,0,2
"0",0,63,"Housework","village",3,8,1.2,1,0,1,0,4
"0",1,68,"Retired","town",2,12,1.9,3,120,2,0,2
"0",1,68,"Retired","town",2,15,1.1,2,270,1,1,2
"0",0,81,"Retired","village",4,4,0.6,3,0,1,1,2
"1",0,48,"PaidWork","bigcity",3,15,1.1,1,120,1,0,2
"0",0,86,"Retired","village",1,12,1.5,3,0,1,1,1
"0",0,63,"Retired","town",1,12,1.4,2,0,4,0,1
"0",1,50,"PaidWork","village",3,12,1.5,3,120,1,0,3
"0",0,84,"Retired","village",4,4,0.6,3,0,1,1,1
"0",0,70,"Retired","village",2,8,0.3,3,120,1,0,1
"1",0,78,"Retired","village",1,8,1.2,4,0,2,1,2
"0",0,42,"PaidWork","bigcity",3,12,1.9,1,150,1,0,2
"0",1,29,"Unemployed","town",1,12,1,3,120,1,1,1
"1",1,73,"Retired","bigcity",1,12,1,2,0,1,1,2
"1",0,78,"Retired","town",2,12,1.5,3,0,1,1,1
"0",1,53,"PaidWork","village",3,8,2.4,2,0,1,0,2
"0",1,66,"Retired","village",2,8,1.7,3,0,2,0,2
"1",1,75,"Retired","town",2,12,2.3,3,0,1,0,2
"0",0,90,"Retired","suburb",5,8,2.3,4,0,1,1,1
"1",1,36,"PaidWork","bigcity",2,13,1,3,488,2,1,2
"0",0,70,"Retired","village",5,3,1.5,3,0,1,0,1
"1",0,69,"Retired","town",1,12,0.8,3,120,2,0,2
"0",0,18,"Education","bigcity",3,8,0.9,1,300,1,0,1
"1",0,61,"Housework","village",2,11,0.6,3,0,3,0,2
"0",1,74,"Retired","bigcity",2,17,2,3,30,1,0,1
"0",0,39,"PaidWork","town",4,12,0.8,1,600,2,0,2
"1",1,24,"PaidWork","village",5,11,2.1,1,180,2,0,1
"0",0,37,"PaidWork","village",3,17,1,1,120,2,0,1
"0",1,52,"PaidWork","village",4,11,1.7,1,30,2,0,3
"0",1,48,"PaidWork","village",3,12,2.4,1,60,1,0,1
"1",0,67,"Retired","village",1,8,0.5,2,0,1,1,4
"0",1,49,"PaidWork","town",3,18,1.5,1,360,2,0,1
"0",0,39,"PaidWork","suburb",3,11,2.1,1,120,1,0,2
"0",1,60,"sickDisabled","countryside",2,8,1.7,4,60,2,0,1
"0",1,67,"Retired","suburb",2,12,0.5,1,120,2,0,2
"1",0,47,"PaidWork","town",3,12,2.1,2,120,2,0,2
"0",0,36,"PaidWork","village",4,11,1.6,2,60,3,0,1
"0",0,55,"PaidWork","bigcity",2,12,1.8,2,300,2,0,2
"0",0,61,"PaidWork","village",2,12,0,3,0,2,0,2
"0",1,66,"Retired","village",2,11,1,2,0,1,0,2
"0",1,71,"Retired","bigcity",2,11,1.6,2,0,1,0,2
"1",0,69,"Retired","suburb",1,8,0.3,3,0,2,0,4
"1",0,83,"Retired","village",3,4,0.7,5,0,1,1,1
"0",0,21,"Education","town",3,12,1.3,1,300,1,0,1
"0",1,57,"Retired","town",4,12,1.3,1,120,2,0,2
"0",0,88,"Retired","bigcity",1,4,2.6,3,0,1,1,2
"0",1,56,"PaidWork","town",3,12,0.7,1,180,1,0,1
"0",1,64,"Retired","bigcity",2,11,1.2,3,0,2,1,2
"0",0,26,"PaidWork","bigcity",9,12,1.5,1,540,1,0,2
"1",0,49,"Education","village",4,10,1.2,1,420,2,0,2
"0",1,36,"PaidWork","village",3,15,1.5,5,180,2,1,2
"0",1,49,"Retired","town",2,8,0.2,5,300,2,1,1
"1",0,45,"Unemployed","village",5,18,0.6,3,60,1,0,2
"0",0,19,"Education","bigcity",4,12,1.9,1,300,1,0,1
"0",0,43,"PaidWork","suburb",3,16,1.7,1,180,2,0,1
"0",0,69,"Retired","village",2,8,1,2,0,1,1,2
"0",0,55,"Retired","bigcity",2,8,2.4,1,0,1,0,2
"1",1,75,"Retired","bigcity",1,12,1.5,3,0,2,1,2
"1",1,89,"Retired","town",1,12,1.9,3,0,2,1,2
"0",0,76,"sickDisabled","village",2,6,1.6,3,0,1,1,2
"0",1,59,"PaidWork","village",3,15,1.3,1,0,2,0,2
"1",0,32,"PaidWork","bigcity",4,18,2.1,3,600,2,1,2
"0",1,64,"PaidWork","town",1,10,1.4,2,0,1,0,2
"0",0,71,"Retired","bigcity",2,14,1.6,2,150,2,0,2
"1",0,64,"Retired","town",1,11,1.1,2,140,1,0,1
"1",0,60,"PaidWork","bigcity",2,12,1.7,3,600,2,0,2
"0",0,62,"Retired","bigcity",2,14,1,3,120,1,0,1
"1",1,47,"PaidWork","bigcity",1,12,2.8,2,90,1,0,1
"0",0,20,"Education","village",4,13,1.6,1,180,2,0,1
"1",0,58,"PaidWork","town",3,12,1.7,3,60,2,1,2
"1",1,38,"PaidWork","town",4,11,1.3,1,300,1,0,2
"0",1,54,"PaidWork","village",4,12,1.9,2,120,1,0,2
"0",1,55,"PaidWork","village",2,12,1.5,1,180,1,0,1
"1",1,22,"Education","bigcity",3,15,0.3,1,420,1,0,1
"0",0,61,"PaidWork","village",3,12,1.5,1,570,3,0,2
"0",1,54,"PaidWork","village",2,11,0.9,3,0,2,1,2
"0",0,75,"Retired","bigcity",2,12,1.1,3,0,2,1,2
"0",1,56,"PaidWork","bigcity",6,12,1.3,1,20,1,0,1
"1",0,42,"Unemployed","town",3,11,0,3,180,2,1,3
"1",1,19,"Unemployed","village",5,11,0.9,1,90,1,0,2
"0",0,52,"Housework","town",4,12,1.7,3,120,2,0,2
"0",1,68,"Retired","village",3,11,1.3,3,0,1,0,2
"0",0,20,"Education","village",4,15,1.2,1,90,2,0,1
"0",0,30,"PaidWork","village",4,12,1.5,2,180,2,0,3
"0",0,73,"Retired","bigcity",1,13,1.1,4,180,2,0,2
"0",1,76,"Retired","suburb",3,10,1.1,2,0,2,0,2
"0",0,33,"Housework","village",3,16,1.6,3,90,3,0,1
"1",1,82,"Retired","village",1,12,0.8,4,0,1,1,2
"0",1,35,"PaidWork","village",1,12,1.2,1,240,1,0,1
"0",0,63,"PaidWork","village",2,12,1.5,2,30,2,0,3
"0",1,27,"PaidWork","village",4,12,1.4,1,120,1,0,2
"0",1,39,"PaidWork","village",1,12,1.7,1,120,2,0,2
"0",0,21,"Education","bigcity",4,12,2.5,1,360,1,0,1
"1",0,22,"PaidWork","village",4,11,1.8,2,60,3,1,2
"0",0,67,"Retired","bigcity",2,12,2.2,3,300,1,1,2
"0",1,20,"Unemployed","village",4,12,1.7,1,360,1,0,1
"1",1,28,"PaidWork","countryside",5,8,1.7,1,60,2,0,3
"0",0,53,"PaidWork","town",3,11,1.1,3,30,2,0,3
"1",0,85,"Retired","bigcity",2,11,1.2,3,0,3,1,3
"0",0,57,"Housework","bigcity",1,8,3,1,0,1,0,2
"0",1,48,"PaidWork","village",4,11,1.5,1,90,2,0,3
"0",1,21,"PaidWork","village",3,11,1.4,4,120,3,1,1
"1",1,52,"PaidWork","town",3,11,1.5,2,0,3,0,2
"1",1,41,"PaidWork","village",1,11,1.3,2,240,2,0,1
"0",1,35,"PaidWork","town",2,15,1.3,1,60,1,0,1
"1",0,77,"Retired","bigcity",1,10,0.4,4,0,2,1,2
"1",0,65,"Housework","village",1,12,1.4,1,0,1,0,2
"1",0,64,"Retired","village",1,12,0.5,3,0,2,0,3
"0",0,81,"Retired","village",2,8,1.5,4,0,2,1,3
"0",1,70,"Retired","bigcity",2,11,2,2,120,2,1,2
"0",1,45,"PaidWork","bigcity",3,11,1.2,1,180,1,0,2
"1",0,59,"PaidWork","bigcity",6,12,1.5,3,90,1,1,2
"0",1,65,"Retired","village",2,8,1.4,2,0,1,0,2
"1",0,48,"PaidWork","town",2,12,1.4,2,180,2,0,3
"0",1,61,"Retired","village",1,12,1.8,1,20,1,0,1
"0",0,46,"PaidWork","town",3,18,0.7,1,120,1,0,2
"1",1,57,"PaidWork","village",2,15,2,3,0,2,1,2
"1",0,90,"Retired","town",1,10,2.2,5,0,1,1,1
"0",1,27,"PaidWork","village",3,11,0.6,1,90,1,0,1
"0",0,32,"PaidWork","town",3,17,0.2,1,210,1,0,1
"0",0,48,"Unemployed","village",5,16,1.4,2,150,2,0,2
"1",1,67,"Retired","bigcity",1,10,1.7,1,0,1,0,1
"1",1,84,"Retired","bigcity",2,17,1.6,5,0,2,1,2
"1",0,41,"PaidWork","village",3,12,1,2,90,2,0,2
"1",0,45,"Unemployed","town",4,14,1.5,2,180,2,0,2
"0",1,66,"Retired","village",4,13,2.2,2,0,1,0,1
"1",0,55,"Retired","village",2,8,0.6,2,120,1,1,2
"0",0,60,"PaidWork","town",2,11,1.4,2,0,2,0,4
"0",1,33,"PaidWork","town",4,12,1.4,1,180,2,0,2
"0",0,49,"PaidWork","town",2,11,0.5,3,20,2,0,2
"1",0,47,"PaidWork","bigcity",2,11,0.5,2,180,3,1,2
"0",0,76,"Retired","village",2,7,2.4,5,0,2,1,3
"0",0,22,"Education","bigcity",3,15,1.4,1,180,2,0,1
"1",0,80,"Retired","town",1,14,1.7,3,30,3,0,2
"0",1,18,"Education","bigcity",4,11,2.3,1,600,2,0,1
"1",0,59,"Retired","village",7,12,1.9,3,120,1,0,2
"0",1,79,"Retired","village",3,12,1,2,0,1,0,2
"0",1,56,"PaidWork","village",4,11,1.7,2,0,2,0,2
"0",1,54,"PaidWork","bigcity",5,12,1.2,1,120,1,0,2
"0",0,63,"Retired","village",6,8,1.3,3,0,2,1,1
"0",0,24,"PaidWork","village",5,12,1.1,3,1080,2,0,2
"0",1,61,"PaidWork","bigcity",2,11,0.9,2,0,2,0,1
"0",0,55,"PaidWork","village",2,12,1.4,2,180,2,0,2
"0",0,39,"Unemployed","town",4,12,0,2,300,1,0,2
"0",1,60,"Retired","village",4,12,1.6,2,60,1,1,2
"1",0,68,"Housework","village",2,8,1.3,2,0,2,0,3
"0",0,66,"Retired","suburb",3,12,1.2,2,0,2,0,2
"0",1,31,"Unemployed","town",2,12,0.3,1,360,1,0,1
"0",1,38,"PaidWork","bigcity",4,17,1.9,1,600,1,0,1
"0",0,49,"PaidWork","town",4,12,1,3,420,1,0,1
"0",0,53,"Unemployed","town",2,12,1.1,3,120,2,0,2
"0",0,28,"Unemployed","village",3,16,1.5,1,150,2,0,3
"0",0,21,"Education","bigcity",4,12,1.7,1,360,1,0,1
"0",1,39,"PaidWork","village",4,11,1.5,2,240,1,0,2
"0",1,30,"PaidWork","village",3,11,1.6,2,120,2,0,2
"0",1,45,"PaidWork","bigcity",2,19,2.5,3,60,1,0,1
"0",1,19,"Unemployed","village",4,11,0.4,1,150,2,0,1
"1",1,44,"sickDisabled","village",6,12,0.9,4,0,2,1,2
"0",0,72,"Retired","suburb",2,14,2.3,1,0,1,0,2
"1",0,68,"Retired","village",1,8,0.9,3,0,3,1,2
"0",1,73,"Retired","town",2,17,1.2,3,90,2,1,1
"0",1,36,"PaidWork","bigcity",4,12,1.1,1,60,2,0,2
"0",0,40,"Unemployed","village",5,8,2,1,180,1,0,2
"0",0,23,"Unemployed","town",3,12,0.9,2,180,2,0,3
"0",0,46,"PaidWork","village",3,12,1.8,2,300,2,0,2
"0",1,28,"PaidWork","town",4,12,0.4,2,300,1,0,1
"0",0,53,"Housework","village",6,8,1.3,2,0,2,0,2
"1",1,72,"Retired","bigcity",2,11,1.2,3,0,2,1,2
"0",1,59,"Retired","village",2,12,1.3,2,30,1,0,2
"0",0,45,"PaidWork","village",4,11,1.3,2,120,1,0,2
"0",0,56,"Retired","village",2,8,1.1,2,0,1,0,2
"0",1,33,"PaidWork","village",3,12,1.8,1,420,1,0,2
"0",0,80,"Retired","town",2,14,1.4,2,0,3,0,2
"1",0,24,"PaidWork","bigcity",3,13,1.8,1,0,2,0,2
"0",1,68,"Retired","village",2,8,0.2,4,0,2,1,2
"0",1,28,"PaidWork","town",2,13,0.9,2,360,2,0,2
"0",0,53,"PaidWork","village",2,12,2.6,2,60,2,0,2
"1",0,53,"PaidWork","bigcity",3,14,1.9,2,140,2,0,2
"1",0,83,"Retired","village",1,12,1.2,3,0,1,1,2
"1",0,67,"Retired","bigcity",2,11,0.7,1,210,1,0,2
"0",0,46,"PaidWork","village",2,17,1.7,2,390,2,0,2
"1",0,65,"Retired","town",1,14,1.4,2,120,2,1,2
"1",0,50,"PaidWork","bigcity",1,12,1.9,2,405,2,1,3
"0",0,67,"Retired","village",2,11,0,2,0,2,0,2
"0",0,44,"PaidWork","town",4,12,1.1,2,0,2,0,1
"0",0,86,"Retired","bigcity",1,12,2,2,0,2,1,2
"1",0,44,"PaidWork","village",4,11,2.6,2,120,2,1,2
"1",1,53,"PaidWork","village",1,12,1.2,1,120,2,0,2
"0",1,25,"PaidWork","town",1,11,0.8,1,140,2,0,3
"0",1,67,"Retired","village",2,12,1.8,4,60,1,1,3
"0",1,51,"Retired","bigcity",2,8,1.4,4,180,2,1,3
"0",1,60,"PaidWork","village",2,14,1.8,2,90,2,0,2
