"regunit","region","trstprl","trstlgl","trstplc","trstplt","trstprt","freehms","hmsfmlsh","hmsacld","eqwrkbg","eqpolbg","eqmgmbg","eqpaybg"
2,"AT12",7,8,9,2,4,1,5,2,4,4,4,6
2,"AT11",6,8,9,4,2,2,5,3,6,3,3,5
2,"AT22",8,9,10,5,4,2,5,4,6,6,6,6
2,"AT12",4,9,9,4,3,2,5,2,6,3,4,5
2,"AT22",0,0,5,3,5,1,2,3,6,2,2,6
2,"AT12",5,5,5,3,3,4,1,5,1,8,2,3
2,"AT12",6,9,9,4,2,2,5,3,6,2,2,5
2,"AT33",3,3,4,4,4,2,4,1,3,2,5,5
2,"AT22",5,5,3,2,3,2,4,3,6,4,4,4
2,"AT31",0,8,8,0,0,1,5,1,3,6,6,6
2,"AT12",7,10,10,8,8,2,4,2,5,6,5,6
2,"AT22",5,7,8,4,2,2,4,2,6,3,4,6
2,"AT12",3,6,6,1,1,2,5,2,4,4,4,5
2,"AT12",8,8,8,8,7,1,5,1,5,8,3,6
2,"AT32",0,7,8,0,0,2,4,2,5,5,5,5
2,"AT13",7,7,8,2,2,2,5,2,3,6,8,4
2,"AT11",4,7,7,4,4,1,5,1,3,4,6,6
2,"AT33",5,7,8,2,1,2,3,4,1,2,3,3
2,"AT13",7,7,7,1,1,2,4,4,6,6,6,6
2,"AT12",7,7,7,8,6,1,5,1,5,5,5,5
2,"AT12",2,7,4,0,0,1,5,1,2,6,6,6
2,"AT22",3,6,10,2,2,1,5,1,3,5,5,6
2,"AT21",7,8,8,4,2,1,5,1,2,4,4,4
2,"AT12",8,7,5,5,5,1,5,1,6,6,6,6
2,"AT32",4,8,8,0,0,1,5,1,5,6,3,3
2,"AT33",8,9,9,7,7,1,5,2,3,5,5,4
2,"AT21",5,3,5,2,2,2,3,4,4,5,5,5
2,"AT22",6,7,10,1,1,1,5,1,1,2,2,6
2,"AT13",6,7,6,5,5,3,3,4,1,8,8,4
2,"AT22",0,2,3,0,0,2,4,5,6,0,4,2
2,"AT13",10,10,10,8,8,3,4,3,6,4,4,6
2,"AT32",7,10,10,6,6,1,4,2,6,6,6,6
2,"AT12",5,6,6,3,3,2,4,2,2,4,5,6
2,"AT33",5,4,4,4,3,2,2,2,2,2,2,4
2,"AT33",9,9,9,7,7,1,3,2,6,5,6,6
2,"AT12",4,7,8,2,4,2,4,2,3,5,4,4
2,"AT34",5,6,4,5,5,1,4,2,8,8,6,6
2,"AT12",5,5,5,3,3,1,5,1,8,4,4,3
2,"AT12",4,8,9,3,2,2,4,3,4,3,3,4
2,"AT32",3,5,8,3,3,2,5,2,6,6,6,6
2,"AT33",8,9,9,7,7,2,4,2,5,4,4,5
2,"AT13",9,9,10,7,7,1,5,1,6,6,6,6
2,"AT31",8,9,9,4,4,2,3,2,5,5,5,5
2,"AT31",8,8,8,3,3,1,8,8,8,6,5,6
2,"AT13",6,6,6,7,6,1,5,2,6,6,6,6
2,"AT12",8,8,9,4,4,2,4,2,3,6,6,6
2,"AT31",4,6,7,3,4,2,3,3,6,6,6,6
2,"AT32",8,8,8,7,7,1,4,2,6,6,6,6
2,"AT21",6,9,9,5,5,1,5,1,3,6,5,5
2,"AT12",6,8,8,3,3,5,3,5,4,2,3,6
2,"AT32",6,8,8,5,5,3,8,2,5,3,3,6
2,"AT31",2,4,6,5,4,4,2,5,3,8,2,3
2,"AT12",1,3,5,0,0,2,3,4,4,3,3,3
2,"AT22",8,9,9,7,7,1,5,1,5,6,6,6
2,"AT12",6,7,8,6,6,2,3,8,4,6,6,6
2,"AT34",3,3,3,1,3,5,3,5,2,2,3,3
2,"AT22",4,5,7,0,0,1,5,1,3,6,6,6
2,"AT12",5,9,9,5,5,2,4,2,5,5,6,6
2,"AT31",7,9,9,6,6,3,8,4,8,3,3,8
2,"AT22",9,9,9,9,9,2,4,2,6,6,6,6
2,"AT21",6,8,8,4,4,1,5,1,3,6,6,5
2,"AT31",8,8,8,7,6,2,1,5,4,5,5,4
2,"AT32",0,3,9,0,0,2,3,2,2,6,5,5
2,"AT31",5,6,8,4,2,1,5,1,5,5,5,5
2,"AT21",2,3,4,3,3,2,5,4,3,3,3,3
2,"AT13",7,8,8,5,5,2,5,2,3,5,5,6
2,"AT13",7,8,9,2,2,1,4,1,5,5,6,6
2,"AT34",8,7,8,8,5,3,3,5,3,3,3,3
2,"AT31",4,8,10,3,3,2,5,3,2,3,3,3
2,"AT13",9,9,7,3,5,2,5,1,6,6,6,6
2,"AT13",5,5,9,0,0,2,4,2,4,3,2,4
2,"AT22",0,3,3,0,0,1,5,2,4,2,3,4
2,"AT21",0,5,0,2,3,2,4,2,2,3,3,5
2,"AT32",8,7,6,9,7,1,3,2,4,4,4,5
2,"AT33",5,5,2,5,2,5,5,5,3,4,5,6
2,"AT22",4,8,8,5,5,2,5,2,4,6,6,6
2,"AT12",4,6,6,3,3,1,5,1,3,3,3,6
2,"AT21",5,6,6,3,3,1,4,2,3,6,4,6
2,"AT13",10,8,9,7,7,1,5,1,5,6,6,6
2,"AT33",5,8,8,5,5,2,5,2,3,4,5,4
2,"AT31",7,10,10,7,7,2,4,4,4,4,4,4
2,"AT11",7,8,9,3,3,8,8,8,3,4,4,6
2,"AT31",6,9,9,5,7,2,4,3,6,6,6,6
2,"AT13",6,6,6,4,4,2,3,2,5,8,4,8
2,"AT22",7,8,8,8,8,2,5,3,3,4,4,4
2,"AT13",2,9,9,2,2,2,2,8,0,5,6,6
2,"AT12",6,8,9,5,3,2,5,2,6,4,3,5
2,"AT22",4,7,10,1,1,1,5,1,6,6,5,6
2,"AT12",4,7,8,3,2,2,5,2,5,2,2,4
2,"AT31",3,9,9,2,2,1,5,1,6,3,3,3
2,"AT12",3,5,1,1,1,3,3,4,3,4,4,5
2,"AT32",0,0,0,0,0,3,3,3,5,3,4,5
2,"AT31",5,8,7,1,1,1,5,2,6,6,6,6
2,"AT12",10,10,10,9,9,1,5,1,5,5,5,5
2,"AT32",5,8,8,3,3,1,5,1,6,6,6,6
2,"AT22",6,8,10,4,4,1,5,1,3,6,6,6
2,"AT13",7,8,8,4,1,8,4,8,5,5,5,6
2,"AT12",10,10,10,10,10,4,2,4,6,6,6,6
2,"AT13",5,5,7,5,5,5,3,5,5,6,6,6
2,"AT31",5,10,10,5,5,2,8,2,6,6,6,6
2,"AT13",5,7,7,5,5,1,4,3,3,4,5,4
2,"AT32",2,5,8,0,0,2,3,2,5,4,4,6
2,"AT12",2,5,5,2,2,3,3,3,8,3,3,4
2,"AT31",5,7,6,4,4,2,3,3,6,6,6,6
2,"AT22",1,1,1,0,0,2,3,5,4,6,6,6
2,"AT22",3,4,3,2,2,1,5,1,6,6,6,6
2,"AT31",6,9,9,6,5,2,4,2,0,4,4,4
2,"AT22",5,7,8,4,2,2,5,2,5,3,3,5
2,"AT13",5,5,5,5,5,2,5,2,8,8,8,6
2,"AT32",3,1,7,2,2,1,5,1,6,5,3,5
2,"AT31",6,8,9,5,5,1,8,3,5,6,6,6
2,"AT31",7,10,10,5,5,1,5,2,5,3,3,3
2,"AT31",6,10,9,6,7,2,3,3,3,4,4,4
2,"AT21",1,5,8,0,0,2,4,2,4,3,3,6
2,"AT12",8,8,10,3,88,8,5,2,5,3,6,6
2,"AT13",5,4,9,3,2,2,5,5,4,6,6,6
2,"AT12",5,7,7,4,4,1,4,1,8,4,8,5
2,"AT12",88,8,8,4,4,8,8,8,3,4,4,6
2,"AT13",4,4,10,5,2,1,5,1,6,4,6,5
2,"AT33",5,7,7,3,3,2,3,5,3,3,3,5
2,"AT32",6,9,9,0,2,1,5,1,6,6,6,6
2,"AT13",5,7,7,88,88,3,3,8,6,4,4,8
2,"AT13",6,7,8,8,2,1,5,2,6,6,6,6
2,"AT32",6,8,7,5,9,2,3,3,3,4,3,4
2,"AT31",0,5,7,0,0,2,3,4,0,4,3,0
2,"AT12",6,6,9,3,4,2,5,2,3,5,5,5
2,"AT11",10,10,10,10,10,1,5,1,3,4,4,5
2,"AT13",4,6,5,3,3,1,5,1,4,4,5,6
2,"AT34",6,9,7,6,6,1,5,2,5,6,6,6
2,"AT13",7,7,9,5,5,1,5,2,3,5,5,8
2,"AT12",3,5,6,3,3,3,3,3,2,6,5,6
2,"AT13",7,9,9,4,4,1,5,1,6,6,6,6
2,"AT33",7,5,5,5,5,2,3,4,1,3,3,5
2,"AT21",2,5,7,1,2,2,3,4,2,2,6,5
2,"AT33",9,9,7,7,7,2,4,2,6,6,6,6
2,"AT13",5,5,8,5,4,2,4,4,4,3,3,8
2,"AT33",2,4,7,1,1,1,4,3,3,3,3,5
2,"AT12",3,7,5,3,2,2,5,2,5,6,5,5
2,"AT22",1,4,8,2,1,2,4,2,6,3,6,6
2,"AT12",6,9,9,3,3,8,8,8,3,3,3,6
2,"AT12",8,8,8,5,5,1,5,1,4,6,5,6
2,"AT13",8,4,8,8,4,1,5,1,5,5,5,5
2,"AT12",5,8,8,4,2,2,5,3,6,4,3,6
2,"AT13",7,9,9,5,5,2,5,1,6,6,6,6
2,"AT13",4,6,6,3,3,1,5,1,6,6,6,6
2,"AT11",4,7,8,4,2,2,5,2,6,3,4,6
2,"AT22",6,8,10,1,2,2,5,2,4,4,4,6
2,"AT32",7,8,9,6,8,2,4,2,6,6,6,6
2,"AT33",2,2,8,2,4,2,5,2,5,5,5,2
2,"AT22",10,10,10,8,5,2,4,2,6,6,6,6
2,"AT21",7,8,7,4,4,1,5,2,3,6,6,6
2,"AT21",3,2,7,5,4,2,5,3,3,5,5,5
2,"AT13",7,9,8,3,2,1,5,1,5,6,6,6
2,"AT12",5,5,7,3,4,2,4,8,3,5,4,5
2,"AT32",6,10,10,5,7,2,4,2,2,6,6,4
2,"AT12",6,7,8,5,6,2,4,2,6,6,6,6
2,"AT22",8,9,10,6,5,1,5,1,6,6,6,6
2,"AT13",1,1,1,1,1,1,5,1,5,6,6,6
2,"AT13",3,9,6,2,2,2,3,3,5,5,2,4
2,"AT21",7,8,8,4,3,2,4,2,2,4,4,4
2,"AT31",5,8,7,2,2,1,4,2,5,4,4,5
2,"AT13",6,8,8,2,2,1,3,2,5,5,3,6
2,"AT12",3,5,5,2,2,2,8,8,2,6,6,5
2,"AT22",3,3,5,5,4,2,5,2,6,6,6,6
2,"AT13",7,8,8,5,5,2,5,4,4,5,8,6
2,"AT12",10,10,10,10,10,5,3,3,6,6,6,6
2,"AT22",5,8,9,5,5,1,5,4,3,3,3,6
2,"AT21",2,3,4,1,1,1,5,1,6,6,6,6
2,"AT13",5,5,5,4,4,2,5,8,6,6,6,6
2,"AT22",9,9,10,5,5,1,5,1,6,6,6,6
2,"AT31",3,6,0,2,2,2,3,3,3,5,5,5
2,"AT33",6,8,8,6,6,3,8,4,5,3,3,5
2,"AT33",0,88,10,0,1,1,5,1,0,5,3,3
2,"AT31",5,5,5,5,5,2,4,3,3,5,6,6
2,"AT31",2,6,7,0,0,1,5,1,6,4,4,3
2,"AT13",3,3,4,0,0,4,5,4,5,6,6,8
2,"AT34",9,9,9,7,7,1,5,1,4,6,6,6
2,"AT12",3,5,3,0,1,1,5,3,6,6,6,6
2,"AT22",2,2,5,1,1,4,3,5,0,0,4,3
2,"AT32",7,8,8,5,7,2,5,2,6,6,6,6
2,"AT13",0,0,2,0,0,1,1,1,6,6,6,6
2,"AT13",0,8,10,0,0,1,5,1,7,6,6,6
2,"AT21",6,7,7,4,3,2,5,3,3,4,4,4
2,"AT13",4,4,7,0,0,2,5,8,6,5,5,6
2,"AT12",3,3,3,1,1,1,5,1,2,3,3,3
2,"AT13",7,7,5,4,2,1,5,1,6,6,3,0
2,"AT13",7,7,7,3,2,2,3,2,2,3,3,3
2,"AT34",6,9,9,6,6,4,4,5,2,2,1,2
2,"AT12",8,9,9,2,2,3,3,3,3,4,5,6
2,"AT31",5,6,7,1,1,3,3,8,3,8,3,5
2,"AT32",5,2,2,5,5,2,5,2,6,6,6,6
2,"AT12",5,7,8,3,2,2,5,2,6,3,5,6
2,"AT22",6,8,8,0,2,1,5,1,3,3,3,6
2,"AT22",2,2,5,0,0,1,7,1,3,0,4,4
2,"AT31",5,7,10,0,5,2,8,8,3,3,3,3
2,"AT22",5,5,7,5,5,1,5,2,3,4,4,6
2,"AT31",6,6,10,6,6,2,5,2,6,6,6,6
2,"AT31",8,10,10,7,6,1,5,2,4,5,5,5
2,"AT13",7,8,8,5,5,7,3,7,3,5,5,4
2,"AT12",7,8,8,5,7,1,5,1,6,6,6,6
2,"AT12",3,7,7,2,2,2,4,2,3,5,5,6
2,"AT31",6,2,2,7,7,1,5,1,0,5,6,6
2,"AT31",5,6,5,2,2,2,4,3,5,5,5,6
2,"AT31",6,6,6,4,3,1,4,4,5,5,5,6
2,"AT12",10,10,10,10,10,5,1,5,5,6,6,5
2,"AT11",10,10,10,7,4,5,1,5,5,6,5,6
2,"AT33",8,8,2,1,7,1,5,1,6,6,6,6
2,"AT12",3,5,5,2,2,2,5,2,2,4,5,6
2,"AT31",9,8,7,7,7,1,5,2,6,6,6,6
2,"AT33",3,4,5,3,1,2,4,2,5,6,6,6
2,"AT31",7,8,8,5,5,1,4,2,5,5,5,5
2,"AT13",2,2,2,0,0,5,1,5,0,5,3,6
2,"AT31",6,8,8,3,4,2,4,3,6,6,6,6
2,"AT11",10,10,10,10,8,3,3,3,4,5,5,5
2,"AT13",5,6,8,4,3,1,5,2,5,5,8,6
2,"AT32",9,7,10,8,9,1,1,2,5,0,0,1
2,"AT13",10,10,10,9,9,1,5,1,6,6,6,6
2,"AT21",2,4,9,1,1,2,3,8,3,3,3,3
2,"AT13",2,0,5,5,3,2,5,3,3,3,3,6
2,"AT12",5,9,9,4,3,2,4,3,6,3,4,3
2,"AT12",0,0,2,0,0,1,5,4,3,0,0,5
2,"AT31",2,2,2,2,2,3,5,3,3,8,8,5
2,"AT22",3,8,6,2,0,1,5,1,2,3,5,4
2,"AT33",5,7,7,6,6,1,5,1,6,6,6,6
2,"AT13",7,7,1,1,1,1,5,1,6,6,6,6
2,"AT33",4,5,6,6,5,1,5,1,6,6,6,6
2,"AT13",8,9,7,7,7,1,5,1,6,6,6,6
2,"AT13",5,7,9,8,5,2,4,2,3,4,3,4
2,"AT33",4,5,2,2,2,1,5,1,3,5,5,6
2,"AT13",5,4,9,5,2,2,5,5,5,3,3,3
2,"AT12",4,8,8,5,4,1,4,2,5,4,3,5
2,"AT12",7,7,8,2,3,5,2,5,3,1,1,8
2,"AT12",9,9,10,7,5,1,5,1,4,5,5,5
2,"AT32",8,7,7,9,8,3,2,2,4,5,3,4
2,"AT11",4,6,8,3,2,2,4,3,6,3,5,6
2,"AT33",6,8,8,7,7,1,5,1,5,5,5,6
2,"AT31",2,7,6,1,1,2,3,2,4,5,4,4
2,"AT22",3,4,5,7,7,2,3,2,4,3,4,6
2,"AT12",7,7,10,4,4,2,4,2,5,3,4,5
2,"AT34",4,2,4,3,4,3,3,4,4,3,3,3
2,"AT22",3,3,3,1,1,2,5,2,6,6,6,6
2,"AT34",1,3,4,1,2,3,4,5,6,5,6,6
2,"AT22",7,8,9,4,2,1,5,1,6,5,5,5
2,"AT12",9,10,10,7,5,3,3,3,5,5,6,4
2,"AT22",6,8,4,3,5,1,5,1,6,6,6,6
2,"AT21",6,8,7,3,3,2,3,3,3,4,4,4
2,"AT22",8,9,7,6,6,1,5,2,6,6,6,6
2,"AT31",4,7,7,4,4,2,4,2,6,5,5,6
2,"AT21",3,7,5,5,4,1,5,1,3,3,3,6
2,"AT31",4,8,9,0,4,2,5,2,6,4,4,6
2,"AT13",6,8,7,3,3,1,5,1,6,6,6,6
2,"AT12",7,7,7,5,5,2,5,2,5,6,6,6
2,"AT32",7,7,7,7,7,2,4,2,6,6,6,6
2,"AT31",3,7,9,2,2,1,5,1,6,6,6,6
2,"AT12",10,10,10,10,8,1,5,1,5,5,5,6
2,"AT12",4,7,7,4,4,1,4,3,1,4,5,6
2,"AT33",7,8,10,6,6,2,4,2,6,5,5,5
2,"AT12",5,7,7,4,4,2,5,2,1,3,3,3
2,"AT21",7,8,8,4,6,2,3,3,3,6,4,4
2,"AT12",3,7,8,1,1,1,5,1,8,5,5,6
2,"AT12",4,2,0,6,3,2,8,4,3,4,3,3
2,"AT12",10,10,10,5,5,2,4,2,4,6,6,6
2,"AT22",5,6,8,4,4,1,5,1,4,6,6,6
2,"AT31",7,9,10,4,5,1,5,1,6,6,6,6
2,"AT34",8,8,7,4,3,4,3,5,3,2,2,2
2,"AT22",5,8,9,3,3,2,4,3,4,4,4,5
2,"AT13",7,8,7,6,6,2,3,4,2,3,3,4
2,"AT31",7,7,6,5,5,1,5,1,6,6,6,6
2,"AT21",4,5,6,5,5,1,5,1,4,3,4,6
2,"AT32",2,8,8,2,2,2,4,2,3,5,4,4
2,"AT12",4,5,8,2,3,2,5,4,6,5,5,5
2,"AT12",4,7,8,3,3,2,5,2,3,5,6,6
2,"AT31",0,0,0,0,0,2,4,3,2,4,4,5
2,"AT13",9,10,10,6,6,1,5,2,6,6,6,6
2,"AT22",7,9,10,6,7,2,5,3,5,6,6,6
2,"AT12",5,7,8,3,2,1,4,2,5,4,3,5
2,"AT11",6,8,9,4,2,2,4,3,6,4,3,5
2,"AT21",6,8,8,6,6,2,5,2,3,4,4,4
2,"AT22",0,3,8,0,0,2,5,1,4,5,5,5
2,"AT12",0,5,7,0,0,2,3,3,2,3,3,4
2,"AT31",5,10,10,5,5,2,4,2,6,6,6,6
2,"AT13",6,10,6,4,4,1,5,2,6,6,6,6
2,"AT31",88,7,7,5,5,2,3,8,5,8,8,6
2,"AT33",8,9,9,6,6,1,5,1,6,6,6,6
2,"AT21",0,9,9,0,0,7,7,7,1,8,8,8
2,"AT31",2,6,10,5,7,1,4,2,8,6,6,6
2,"AT12",5,6,6,3,3,2,5,8,3,5,5,6
2,"AT12",6,6,8,5,5,2,3,3,4,5,4,4
2,"AT12",4,7,8,4,2,2,4,3,5,3,4,6
2,"AT12",8,9,9,5,5,1,5,1,3,4,4,6
2,"AT22",1,5,3,1,1,1,3,2,6,5,6,6
2,"AT12",3,5,7,2,2,2,4,3,1,4,4,5
2,"AT22",9,9,9,8,8,1,4,4,8,4,4,6
2,"AT31",1,5,6,2,4,3,3,4,3,3,3,3
2,"AT33",2,5,8,1,1,2,3,2,3,3,3,6
2,"AT22",5,9,10,5,5,1,5,3,5,4,4,6
2,"AT12",8,8,8,8,8,1,5,1,6,6,6,6
2,"AT22",8,8,8,3,3,1,5,1,6,6,6,6
2,"AT13",7,4,4,5,5,1,5,3,4,4,4,6
2,"AT13",10,10,10,8,8,1,5,1,6,6,6,6
2,"AT22",5,7,8,4,2,2,4,2,6,3,2,6
2,"AT33",7,6,6,5,5,2,2,4,5,5,5,5
2,"AT12",10,10,10,6,6,1,5,1,6,6,6,6
2,"AT12",8,8,8,5,5,1,5,1,8,5,5,6
2,"AT13",8,5,0,5,5,3,4,4,8,4,5,1
2,"AT13",8,5,5,2,2,2,4,2,6,6,6,6
2,"AT13",8,8,8,2,2,2,4,2,3,8,3,8
2,"AT32",2,5,6,0,0,1,5,2,5,6,6,6
2,"AT31",8,6,10,9,3,3,2,4,4,4,4,4
2,"AT11",8,7,9,1,1,1,5,1,3,4,5,6
2,"AT12",4,7,8,3,2,2,4,3,6,3,3,5
2,"AT32",7,9,9,6,7,1,5,3,6,6,6,6
2,"AT13",8,7,10,3,5,5,1,5,3,3,5,6
2,"AT22",10,2,10,2,3,1,5,2,6,6,6,6
2,"AT22",4,3,6,3,2,2,5,3,4,8,3,5
2,"AT33",1,5,5,1,1,1,5,2,4,6,6,6
2,"AT12",3,5,5,2,2,1,5,1,3,4,4,6
2,"AT34",5,9,2,3,5,5,1,5,2,0,1,3
2,"AT22",5,8,7,2,2,3,1,5,5,5,6,6
2,"AT22",4,8,7,0,0,1,5,7,0,7,7,6
2,"AT31",6,7,8,4,4,1,4,3,8,3,3,4
2,"AT34",6,4,3,4,5,3,4,4,4,0,0,0
2,"AT31",8,8,8,8,8,2,4,2,6,6,6,6
2,"AT22",0,6,10,0,0,2,2,2,6,6,6,6
2,"AT32",8,8,8,8,8,2,4,2,6,6,6,6
2,"AT13",5,7,7,3,3,2,5,3,6,6,6,6
2,"AT31",5,7,7,88,88,2,4,2,6,5,5,4
2,"AT31",0,4,6,1,1,2,3,3,6,3,3,3
2,"AT12",7,7,8,4,4,2,3,3,4,3,8,5
2,"AT21",2,7,3,2,2,2,5,2,3,2,2,3
2,"AT22",9,10,10,8,8,1,5,1,3,3,3,6
2,"AT13",4,0,2,3,3,3,3,3,6,4,4,4
2,"AT33",5,6,6,6,6,1,1,1,5,4,5,6
2,"AT33",3,3,5,2,2,1,5,1,3,5,5,6
2,"AT22",2,5,4,1,1,2,4,2,2,2,4,6
2,"AT11",3,4,6,2,3,2,5,2,6,6,6,6
2,"AT13",3,4,4,3,3,1,5,1,6,3,3,6
2,"AT12",3,7,8,3,3,2,5,5,6,6,6,6
2,"AT22",8,9,9,3,4,2,3,3,3,4,5,5
2,"AT22",8,8,9,2,3,1,3,4,2,3,3,3
2,"AT31",5,5,7,6,6,2,3,2,5,4,4,4
2,"AT12",8,77,8,8,8,2,4,4,5,3,3,3
2,"AT31",8,8,10,3,2,2,4,8,8,6,5,6
2,"AT13",8,8,6,5,5,1,5,1,6,6,6,6
2,"AT12",4,8,8,3,5,2,5,2,2,6,6,6
2,"AT13",7,7,7,4,4,1,5,2,4,6,6,6
2,"AT22",4,2,9,0,1,1,4,1,6,6,6,6
2,"AT32",3,7,10,7,8,3,5,5,5,4,4,2
2,"AT34",2,7,7,4,2,1,5,2,5,5,4,5
2,"AT31",5,8,9,5,5,1,4,2,5,8,8,5
2,"AT22",0,6,8,0,0,2,3,2,4,3,2,3
2,"AT12",7,9,9,5,5,1,5,2,5,6,6,6
2,"AT22",7,7,7,6,6,1,5,2,5,5,5,6
2,"AT22",4,7,8,3,3,1,5,1,6,5,5,6
2,"AT21",4,5,5,5,5,2,5,4,3,3,3,3
2,"AT13",3,8,8,4,4,1,5,1,5,6,6,6
2,"AT13",6,6,6,3,3,1,5,2,6,6,6,6
2,"AT33",3,5,5,1,4,1,5,2,4,6,6,6
2,"AT12",6,8,9,5,4,2,7,3,5,2,2,4
2,"AT31",3,8,7,0,3,2,4,2,0,6,2,3
2,"AT31",7,8,9,6,88,1,5,3,6,6,6,6
2,"AT22",88,88,8,0,0,7,7,7,6,6,6,6
2,"AT22",7,9,9,7,7,2,4,8,3,4,4,5
2,"AT13",7,8,7,6,5,1,5,1,5,6,6,6
2,"AT31",5,7,7,5,5,2,4,2,4,5,5,4
2,"AT32",6,8,10,8,7,2,4,2,4,5,6,3
2,"AT33",2,2,1,0,1,1,5,1,6,6,6,6
2,"AT22",5,6,7,5,5,1,5,1,4,6,6,6
2,"AT33",2,2,6,4,4,1,5,1,6,6,6,6
2,"AT13",7,9,9,2,4,1,5,2,6,3,3,6
2,"AT22",4,4,7,4,4,2,4,2,3,3,5,6
2,"AT11",0,2,1,0,1,2,4,4,3,5,3,6
2,"AT32",6,0,7,6,7,2,4,3,5,6,6,6
2,"AT13",6,6,5,3,2,2,4,2,5,4,4,5
2,"AT22",6,9,9,5,4,2,4,4,6,5,5,5
2,"AT33",6,8,7,3,6,2,5,1,4,6,6,6
2,"AT33",5,4,8,8,6,1,5,1,3,5,5,6
2,"AT34",7,8,8,6,6,2,5,2,2,3,4,4
2,"AT22",4,8,6,3,1,1,5,1,6,4,5,6
2,"AT22",5,4,3,2,2,2,4,2,4,8,6,6
2,"AT22",4,7,8,1,2,2,5,3,6,6,6,6
2,"AT34",2,0,0,5,5,4,4,4,3,2,3,3
2,"AT12",6,7,8,4,4,1,5,1,6,6,6,6
2,"AT21",1,1,4,3,3,2,4,3,3,3,3,5
2,"AT13",3,3,2,4,4,1,5,1,6,6,6,6
2,"AT21",0,5,10,2,3,2,2,2,3,4,4,4
2,"AT13",8,10,10,8,7,1,5,2,6,6,6,6
2,"AT21",7,8,8,5,4,2,4,3,3,5,4,4
2,"AT13",5,7,8,3,3,1,5,1,4,6,6,6
2,"AT22",6,9,8,4,4,1,5,1,8,4,3,6
2,"AT12",3,7,8,2,1,2,4,2,4,3,3,5
2,"AT34",5,9,9,6,5,1,5,1,4,6,5,4
2,"AT13",5,7,7,6,6,2,4,2,6,3,6,6
2,"AT21",5,5,8,3,3,2,3,2,2,4,3,5
2,"AT12",6,7,8,5,5,2,4,3,5,5,5,5
2,"AT31",6,8,9,6,6,1,5,2,4,6,6,6
2,"AT22",9,9,10,2,2,1,5,1,4,5,6,5
2,"AT13",3,10,10,0,0,1,5,3,6,6,6,6
2,"AT31",2,7,9,1,2,1,4,2,6,6,6,6
2,"AT12",7,9,9,3,88,2,5,3,3,3,5,6
2,"AT13",4,9,6,2,1,1,5,1,6,6,6,6
2,"AT13",7,7,8,0,0,3,5,5,6,3,2,3
2,"AT31",0,8,0,0,0,1,5,1,5,2,3,6
2,"AT31",7,8,10,4,4,2,4,2,8,6,6,6
2,"AT13",7,7,8,2,2,2,4,3,1,4,4,7
2,"AT33",5,6,6,3,3,1,5,1,6,6,6,6
2,"AT31",8,10,10,8,8,2,2,2,6,6,6,6
2,"AT21",5,7,7,2,2,1,5,2,4,5,5,5
2,"AT32",5,7,8,2,2,2,4,2,4,6,6,5
2,"AT34",10,10,10,6,6,1,5,1,3,8,3,6
2,"AT21",2,4,9,1,1,1,4,2,3,4,4,8
2,"AT12",6,9,10,4,4,1,5,4,6,6,6,6
2,"AT31",3,6,6,1,1,2,4,8,6,5,5,6
2,"AT32",88,88,88,88,88,1,5,1,5,5,5,5
2,"AT31",8,6,7,9,8,2,3,2,4,4,3,2
2,"AT33",1,4,6,2,2,2,4,3,2,6,6,6
2,"AT31",7,9,9,2,3,1,3,1,6,6,6,6
2,"AT22",6,6,8,2,2,1,5,1,4,4,4,4
2,"AT33",6,9,9,6,5,1,5,1,5,5,5,6
2,"AT21",4,6,8,1,1,2,4,3,5,3,3,4
2,"AT22",6,8,9,5,4,2,5,2,5,6,6,6
2,"AT22",7,10,10,1,2,3,4,3,5,5,4,5
2,"AT12",5,8,9,4,3,2,5,3,6,3,3,5
2,"AT32",2,6,4,2,0,2,4,2,6,6,6,6
2,"AT31",8,8,9,5,5,2,2,4,4,5,4,4
2,"AT31",6,7,7,5,7,2,3,3,6,6,6,6
2,"AT32",7,7,9,5,5,4,2,5,2,2,2,3
2,"AT13",6,6,6,1,1,1,5,1,6,6,5,6
2,"AT13",7,7,6,2,2,2,5,2,5,8,8,6
2,"AT33",5,8,7,8,8,1,5,2,4,6,5,6
2,"AT31",5,7,10,3,3,2,2,2,5,4,3,3
2,"AT21",5,5,10,3,3,2,3,4,6,4,4,5
2,"AT13",7,8,8,2,2,2,5,4,8,6,4,6
2,"AT12",7,8,8,5,5,1,5,1,6,6,5,6
2,"AT12",6,7,8,4,5,1,5,2,6,6,6,6
2,"AT21",0,5,8,1,1,2,2,2,3,3,3,4
2,"AT31",7,8,8,3,5,2,4,2,6,6,6,6
2,"AT22",5,7,7,5,5,2,4,2,4,5,8,8
2,"AT22",6,9,9,3,3,3,3,3,2,3,3,5
2,"AT34",5,7,5,6,5,4,5,4,3,3,3,4
2,"AT22",1,1,5,0,0,2,5,2,6,6,6,6
2,"AT31",3,6,6,4,2,1,5,1,6,4,6,6
2,"AT13",8,9,9,3,3,1,5,1,6,6,6,6
2,"AT33",6,7,7,6,6,5,5,5,0,2,2,2
2,"AT12",5,8,9,5,3,2,5,3,6,3,2,5
2,"AT12",4,8,8,2,2,2,5,3,5,3,3,5
2,"AT12",6,8,9,5,3,2,5,2,6,3,3,3
2,"AT22",3,3,8,3,5,1,5,4,3,4,4,5
