"regunit","region","trstprl","trstlgl","trstplc","trstplt","trstprt","freehms","hmsfmlsh","hmsacld","eqwrkbg","eqpolbg","eqmgmbg","eqpaybg"
3,"IE042",88,88,8,88,88,1,2,4,5,5,5,5
3,"IE061",7,8,8,5,5,1,4,1,5,5,5,5
3,"IE042",6,6,6,6,6,1,1,1,3,5,5,5
3,"IE041",6,6,6,4,4,2,4,2,4,4,6,6
3,"IE053",1,4,4,1,1,3,3,3,5,5,5,4
3,"IE062",5,3,7,5,5,1,5,1,2,3,6,6
3,"IE061",8,7,6,7,6,2,3,2,3,4,5,4
3,"IE051",2,5,5,1,2,2,2,2,5,5,4,5
3,"IE042",5,5,5,3,3,2,4,2,5,5,6,6
3,"IE052",5,5,3,3,5,2,5,2,3,3,4,4
3,"IE061",2,1,1,1,1,1,5,1,6,6,6,6
3,"IE062",4,6,8,4,4,2,4,3,2,8,4,4
3,"IE061",8,6,7,3,4,1,5,2,5,4,4,5
3,"IE061",88,7,6,3,2,2,2,2,6,6,6,6
3,"IE061",2,2,0,0,0,1,5,1,6,6,6,6
3,"IE051",8,9,9,7,7,1,5,3,3,3,3,2
3,"IE053",0,0,8,0,0,1,5,2,3,3,3,4
3,"IE041",5,7,8,3,3,2,4,3,4,5,3,4
3,"IE061",2,7,7,2,3,2,5,2,5,6,5,4
3,"IE061",7,7,8,7,6,1,3,1,5,5,5,5
3,"IE041",5,5,8,5,5,1,5,2,6,6,6,6
3,"IE053",8,8,9,7,4,1,5,1,3,6,6,6
3,"IE042",5,88,6,5,5,2,5,2,6,5,6,6
3,"IE042",2,8,8,2,2,1,5,8,3,3,3,3
3,"IE062",88,7,9,3,3,2,4,2,0,4,4,6
3,"IE063",9,8,10,6,6,1,4,2,5,6,6,6
3,"IE053",5,5,7,4,4,1,1,1,6,6,6,6
3,"IE041",3,1,6,1,0,4,1,4,1,8,0,0
3,"IE053",3,1,2,0,0,1,5,1,0,5,5,5
3,"IE062",4,4,3,3,3,1,5,3,3,4,4,4
3,"IE052",7,9,6,8,9,1,5,2,8,3,3,6
3,"IE061",5,4,10,6,6,2,4,2,4,5,5,6
3,"IE051",3,9,9,3,3,2,5,4,4,4,4,4
3,"IE063",6,5,6,4,4,1,5,1,4,4,4,4
3,"IE042",6,3,7,2,2,1,5,1,6,6,6,6
3,"IE061",7,8,8,6,6,2,5,2,5,6,6,6
3,"IE061",4,4,4,88,88,1,1,1,8,8,2,6
3,"IE051",5,5,7,1,1,1,4,4,5,6,6,6
3,"IE063",7,2,10,6,6,1,5,1,6,6,6,6
3,"IE063",8,8,8,7,7,1,5,1,4,5,5,6
3,"IE061",5,4,4,4,4,1,5,1,6,4,4,6
3,"IE061",5,6,3,1,2,1,7,2,6,5,6,6
3,"IE042",7,4,4,4,4,2,5,1,4,6,6,6
3,"IE041",8,8,7,88,88,2,4,2,4,3,3,3
3,"IE061",2,3,7,5,7,2,3,1,2,3,4,5
3,"IE041",5,4,5,6,5,2,2,3,5,3,4,5
3,"IE061",1,1,1,1,1,1,5,2,5,5,4,1
3,"IE062",5,3,7,5,5,2,2,2,3,5,4,4
3,"IE042",5,5,5,5,5,2,3,1,4,6,6,6
3,"IE061",5,3,5,6,6,2,5,2,6,6,6,6
3,"IE061",7,7,3,3,3,1,4,1,3,5,5,5
3,"IE051",3,7,7,2,2,1,5,3,6,0,6,0
3,"IE042",7,7,9,8,7,2,5,1,5,6,6,6
3,"IE061",8,9,9,6,5,1,5,1,6,6,6,6
3,"IE053",5,5,8,2,2,1,5,1,3,3,3,3
3,"IE051",0,0,0,0,0,2,5,5,4,4,4,4
3,"IE062",7,3,7,4,4,2,4,2,4,4,5,5
3,"IE062",9,7,9,5,7,2,7,7,6,5,5,5
3,"IE062",88,88,6,88,88,3,3,3,6,3,3,5
3,"IE061",6,8,8,7,4,1,5,2,4,5,5,4
3,"IE053",0,2,8,6,6,2,5,2,4,3,4,3
3,"IE041",5,5,5,5,5,3,4,2,2,4,5,3
3,"IE062",3,5,7,5,5,2,8,8,6,3,3,6
3,"IE053",6,8,9,2,2,3,5,4,6,6,6,6
3,"IE061",0,0,0,0,0,1,5,1,5,4,3,4
3,"IE062",5,6,6,3,2,1,5,1,5,6,5,6
3,"IE062",4,5,6,4,4,2,4,2,3,4,5,5
3,"IE051",0,2,3,0,0,2,4,4,4,5,5,5
3,"IE061",3,3,6,0,3,2,5,2,6,6,6,6
3,"IE041",0,4,3,1,2,1,5,1,4,5,5,6
3,"IE041",8,8,9,8,7,2,5,2,6,6,6,6
3,"IE061",7,8,8,8,8,1,5,1,6,6,6,6
3,"IE041",7,6,9,5,7,2,3,4,5,5,5,6
3,"IE063",0,0,2,0,2,2,4,5,8,8,8,8
3,"IE063",3,1,3,0,1,2,5,5,8,0,2,3
3,"IE053",7,1,3,5,3,1,4,2,4,6,6,6
3,"IE042",6,6,4,6,6,1,1,1,8,6,6,6
3,"IE061",8,8,6,6,7,1,5,4,5,4,5,5
3,"IE053",0,0,5,0,0,1,5,2,6,6,6,6
3,"IE053",3,4,4,3,3,2,5,2,2,3,3,6
3,"IE062",7,8,10,8,8,5,3,5,4,3,3,3
3,"IE061",5,6,6,2,2,2,3,4,5,3,3,4
3,"IE062",8,9,10,6,5,1,5,1,6,6,6,6
3,"IE042",7,5,8,4,4,1,5,1,2,4,4,4
3,"IE061",4,6,2,4,4,2,5,4,6,3,3,3
3,"IE042",3,5,5,3,3,1,1,1,5,5,5,5
3,"IE062",4,6,9,4,4,1,5,2,4,4,5,6
3,"IE063",7,7,6,6,6,3,4,3,3,5,6,6
3,"IE041",4,7,7,5,5,1,5,1,4,4,6,6
3,"IE063",5,6,4,3,3,2,4,3,2,3,5,6
3,"IE061",7,8,7,6,6,2,5,2,4,6,6,6
3,"IE063",4,7,8,7,4,1,5,2,6,6,6,6
3,"IE042",2,3,3,2,2,2,5,5,6,6,6,6
3,"IE042",10,10,9,6,7,2,4,4,2,3,4,6
3,"IE061",8,8,8,8,5,3,3,5,3,3,3,3
3,"IE063",2,5,8,4,3,2,5,4,2,3,4,5
3,"IE041",0,1,5,0,0,3,1,2,4,2,2,2
3,"IE062",88,88,7,88,88,2,4,2,4,8,8,8
3,"IE041",0,0,0,0,0,2,5,2,2,2,2,2
3,"IE061",8,8,8,6,7,1,7,1,6,6,6,6
3,"IE063",0,5,8,0,0,2,4,8,2,8,8,4
3,"IE061",4,7,7,4,4,1,5,1,6,6,6,6
3,"IE053",6,6,8,6,6,1,5,1,6,6,6,6
3,"IE061",8,7,7,6,6,1,5,2,4,5,5,5
3,"IE061",8,8,8,8,8,1,5,1,5,4,4,8
3,"IE061",8,8,7,6,6,1,5,1,5,4,5,6
3,"IE051",1,2,1,1,1,1,7,1,6,0,0,0
3,"IE053",5,10,5,4,6,1,5,1,3,3,3,3
3,"IE063",88,9,9,3,3,1,5,1,5,6,6,6
3,"IE062",7,7,7,7,7,2,5,2,6,6,6,6
3,"IE061",7,6,10,7,7,1,5,2,5,4,4,6
3,"IE061",9,4,3,6,5,2,4,4,6,6,6,6
3,"IE062",6,6,5,5,5,2,4,2,4,5,5,5
3,"IE041",5,7,7,4,4,3,3,3,5,5,5,5
3,"IE062",4,3,4,4,4,1,5,2,3,5,5,5
3,"IE063",7,7,7,6,6,2,4,2,4,4,5,5
3,"IE061",88,10,10,88,88,1,7,1,5,5,4,4
3,"IE041",9,7,8,7,8,2,5,2,5,4,5,4
3,"IE063",8,9,9,7,6,2,2,2,2,5,5,8
3,"IE051",0,4,0,0,0,1,5,3,4,0,4,4
3,"IE062",7,8,5,7,5,2,4,5,5,3,4,6
3,"IE041",9,9,9,7,5,1,4,2,4,5,4,5
3,"IE041",7,8,10,8,8,2,4,4,6,6,6,5
3,"IE061",8,8,9,8,8,2,4,2,6,6,8,6
3,"IE062",2,6,7,1,1,2,5,2,6,3,3,3
3,"IE062",3,2,1,3,3,2,4,2,8,8,8,6
3,"IE042",5,6,6,5,5,2,4,2,6,6,6,6
3,"IE063",0,0,0,0,0,1,5,5,6,3,3,4
3,"IE061",3,3,9,2,2,1,5,1,6,6,6,6
3,"IE061",6,5,7,7,7,1,5,1,4,6,6,6
3,"IE062",5,7,7,5,5,2,5,2,5,5,5,5
3,"IE051",8,9,8,5,8,2,5,4,5,5,5,5
3,"IE042",4,6,2,4,4,1,5,1,5,5,5,5
3,"IE053",6,8,9,4,4,1,4,1,3,5,5,4
3,"IE062",5,5,5,5,5,3,2,5,6,6,6,6
3,"IE051",5,6,6,4,4,1,2,5,6,6,6,6
3,"IE062",7,6,7,7,6,1,5,2,3,5,6,6
3,"IE053",8,9,9,9,9,1,5,1,6,6,6,6
3,"IE051",1,1,5,1,1,1,5,1,0,4,4,4
3,"IE061",7,7,9,4,4,4,4,2,5,6,6,6
3,"IE053",6,7,7,5,5,1,5,2,8,6,6,6
3,"IE052",8,9,10,9,8,4,5,5,4,3,4,4
3,"IE063",2,6,4,2,2,2,4,5,3,3,4,5
3,"IE053",7,3,8,6,6,1,5,1,5,6,6,6
3,"IE041",8,7,10,6,5,2,3,5,6,4,5,6
3,"IE063",6,8,9,5,5,2,5,2,2,2,3,4
3,"IE053",7,9,8,6,5,2,5,4,4,3,4,5
3,"IE052",8,8,8,4,3,2,4,2,5,5,5,5
3,"IE062",7,6,8,7,7,2,5,2,5,5,5,5
3,"IE061",0,0,5,0,0,1,4,2,6,6,5,5
3,"IE042",8,4,5,4,3,1,5,1,4,6,6,6
3,"IE061",88,5,4,88,88,1,5,1,4,5,5,5
3,"IE061",3,6,8,2,2,1,5,1,4,4,3,5
3,"IE051",8,8,8,5,5,2,4,5,6,6,6,6
3,"IE062",5,4,5,2,2,3,4,4,6,6,6,6
3,"IE051",8,8,8,5,5,2,5,3,6,4,5,4
3,"IE062",3,5,7,5,3,1,5,1,4,5,6,6
3,"IE062",3,2,5,0,0,2,4,2,4,4,4,8
3,"IE061",7,8,8,6,5,1,5,1,6,6,6,6
3,"IE051",4,3,4,3,3,2,5,2,4,3,5,6
3,"IE052",4,3,1,0,0,2,2,4,8,8,8,6
3,"IE063",0,3,6,0,0,2,4,3,6,6,6,6
3,"IE061",3,7,7,2,2,1,5,1,4,6,6,6
3,"IE061",0,0,0,0,0,1,5,1,3,2,2,4
3,"IE053",8,9,9,8,7,1,5,2,6,6,6,6
3,"IE061",0,0,0,0,0,1,5,1,6,6,6,6
3,"IE062",5,6,7,4,4,1,4,2,5,4,5,6
3,"IE052",3,7,9,2,2,1,5,1,5,3,1,6
3,"IE053",6,6,8,4,7,1,4,1,5,6,6,6
3,"IE061",0,6,7,0,0,1,5,1,5,5,5,5
3,"IE062",5,8,8,7,6,2,5,2,5,6,6,6
3,"IE051",8,8,8,6,8,4,1,5,4,8,8,4
3,"IE063",8,8,8,7,8,2,3,2,5,5,6,6
3,"IE051",8,8,8,2,2,2,4,1,8,3,4,3
3,"IE051",6,6,8,6,5,1,1,3,5,4,4,6
3,"IE052",1,5,4,1,1,1,5,1,6,6,6,6
3,"IE053",3,1,4,6,88,1,5,1,3,2,2,4
3,"IE053",88,88,9,4,4,2,5,2,4,4,4,4
3,"IE052",6,8,8,5,4,1,5,1,2,4,3,3
3,"IE061",5,6,10,5,5,1,5,1,6,6,6,6
3,"IE062",8,8,9,6,6,1,5,1,6,6,6,6
3,"IE061",7,9,10,6,6,1,5,1,5,6,6,5
3,"IE063",8,8,8,8,8,3,3,3,6,6,6,6
3,"IE052",7,8,8,8,8,1,5,1,5,6,6,6
3,"IE061",6,7,7,6,6,1,3,3,3,3,3,3
3,"IE052",0,2,7,0,0,1,5,1,0,0,0,6
3,"IE062",4,6,6,4,3,1,5,2,4,0,6,6
3,"IE051",6,6,6,6,6,2,5,5,5,8,6,6
3,"IE061",0,5,2,3,5,1,5,1,6,6,6,3
3,"IE051",5,9,7,5,6,1,3,4,5,5,5,6
3,"IE051",5,4,6,5,4,1,5,1,6,6,6,6
3,"IE041",8,8,8,8,8,2,4,3,3,4,3,4
3,"IE063",3,5,5,1,1,2,4,2,5,5,6,6
3,"IE063",5,7,8,5,5,2,4,2,3,3,3,4
3,"IE053",0,0,5,0,0,2,4,5,2,2,2,2
3,"IE051",0,8,8,0,0,1,7,4,8,8,3,4
3,"IE061",9,8,8,8,8,5,1,5,3,5,5,5
3,"IE061",4,8,8,4,4,1,4,1,3,5,4,5
3,"IE062",3,7,8,3,3,1,5,1,6,6,6,6
3,"IE062",8,88,8,6,6,2,4,3,3,6,6,6
3,"IE042",5,8,8,3,5,1,5,1,4,6,6,6
3,"IE063",4,6,2,3,3,1,4,3,6,6,6,6
3,"IE051",4,4,2,4,2,2,5,4,4,3,3,4
3,"IE061",4,7,9,3,3,1,4,2,3,4,4,5
3,"IE061",6,7,9,5,5,1,5,1,6,6,6,6
3,"IE062",6,6,8,3,3,2,4,3,5,5,5,6
3,"IE051",5,6,8,6,4,3,5,3,6,5,5,6
3,"IE062",8,7,8,6,88,1,5,2,4,6,6,6
3,"IE052",6,8,10,5,2,1,5,1,6,6,6,6
3,"IE042",7,7,7,5,5,1,8,3,6,6,5,5
3,"IE052",3,4,8,1,1,1,5,2,3,2,3,6
3,"IE063",5,6,7,4,4,1,5,1,6,6,6,6
3,"IE061",5,6,6,3,4,2,8,3,5,5,5,6
3,"IE041",5,6,7,6,6,2,4,4,6,5,5,6
3,"IE053",10,7,8,7,7,1,5,2,3,6,6,6
3,"IE042",7,7,7,5,5,1,5,1,6,6,2,5
3,"IE053",5,7,7,5,5,1,1,1,4,4,4,4
3,"IE051",7,8,9,6,6,1,5,1,3,3,6,6
3,"IE041",5,5,7,2,1,1,3,3,5,2,2,5
3,"IE061",5,7,6,5,5,1,4,1,4,5,5,6
3,"IE053",5,2,10,5,5,1,5,1,3,3,4,4
3,"IE042",6,6,6,4,4,3,3,3,6,6,6,6
3,"IE061",0,6,7,0,0,2,5,5,6,3,3,5
3,"IE041",6,6,8,7,6,2,4,2,5,4,5,6
3,"IE061",7,3,5,5,5,1,5,1,3,6,6,6
3,"IE061",9,9,8,9,8,1,5,1,8,8,8,8
3,"IE061",3,7,9,4,5,1,5,1,4,6,6,6
3,"IE053",4,10,10,4,4,1,1,1,3,3,6,6
3,"IE062",7,8,9,9,8,1,5,2,3,6,6,6
3,"IE052",8,7,6,7,7,4,5,3,5,4,6,6
3,"IE041",5,5,6,5,5,1,5,2,5,6,6,6
3,"IE051",3,0,8,3,3,2,5,4,6,6,6,6
3,"IE042",3,4,8,1,1,1,5,2,6,6,6,6
3,"IE053",7,8,10,6,6,2,5,2,6,6,6,6
3,"IE061",5,3,5,3,3,1,5,1,6,6,6,6
3,"IE061",7,4,6,5,5,1,4,3,3,6,5,6
3,"IE051",5,7,10,5,10,1,5,1,6,6,6,6
3,"IE062",7,5,9,7,7,2,5,1,6,6,6,6
3,"IE062",6,7,7,5,5,2,4,7,4,4,4,4
3,"IE052",7,2,7,1,0,1,2,4,5,6,6,6
3,"IE061",5,6,8,4,4,1,1,5,6,6,6,6
3,"IE062",10,10,10,10,10,2,5,4,5,6,5,6
3,"IE053",2,5,8,6,6,1,5,1,4,4,8,4
3,"IE053",3,5,6,3,3,2,4,2,4,6,4,6
3,"IE063",6,6,8,6,6,3,3,3,4,6,6,6
3,"IE053",0,0,3,0,0,2,4,1,5,6,3,6
3,"IE041",7,7,9,7,7,1,4,3,6,6,6,6
3,"IE052",5,7,7,5,5,2,4,2,6,6,6,6
3,"IE052",8,88,9,7,7,1,5,7,6,6,6,6
3,"IE061",8,9,5,4,7,2,4,2,2,2,4,4
3,"IE053",5,6,7,4,4,1,5,2,6,6,6,6
3,"IE052",4,5,5,4,4,2,5,3,1,0,6,6
3,"IE061",7,4,7,7,7,2,5,1,6,6,6,5
3,"IE042",1,5,8,1,1,2,4,2,3,6,6,6
3,"IE052",7,7,7,8,8,2,5,3,4,5,4,4
3,"IE042",9,8,10,4,4,3,2,5,6,6,6,6
3,"IE063",6,5,5,5,4,2,5,8,3,5,5,5
3,"IE061",8,7,7,6,6,1,5,1,6,6,6,6
3,"IE062",4,3,5,4,88,1,5,1,4,6,6,6
3,"IE042",2,2,2,2,2,1,5,1,6,5,6,5
3,"IE053",3,4,3,2,2,2,5,2,6,5,5,6
3,"IE061",5,7,4,5,5,1,5,1,6,6,6,6
3,"IE061",6,9,9,6,6,1,5,2,4,6,5,3
3,"IE042",5,5,5,5,5,8,8,8,3,5,5,5
3,"IE053",7,8,8,7,7,1,5,1,2,4,5,4
3,"IE051",5,8,7,3,3,1,5,3,3,6,6,6
3,"IE053",88,8,9,1,1,1,5,1,4,4,3,5
3,"IE063",2,1,1,1,1,1,5,1,3,6,6,6
3,"IE042",8,8,8,8,8,1,5,1,6,5,5,6
3,"IE051",88,88,88,88,88,2,2,5,6,6,6,6
3,"IE061",0,5,2,0,0,1,5,1,2,6,6,6
3,"IE063",5,3,5,2,2,1,5,1,6,6,6,6
3,"IE052",9,8,8,8,8,3,2,2,4,2,4,4
3,"IE042",5,5,5,5,5,2,4,4,3,5,6,6
3,"IE042",7,7,7,6,6,3,3,3,6,6,6,6
3,"IE041",0,0,8,7,5,4,3,5,4,3,3,8
3,"IE042",6,8,8,6,6,1,5,1,5,4,8,6
3,"IE061",4,5,7,6,4,1,5,1,3,6,6,6
3,"IE062",2,1,8,1,1,1,5,1,6,4,5,5
3,"IE063",5,4,7,8,8,1,7,2,6,6,6,6
3,"IE052",6,3,3,6,6,3,3,2,6,3,4,3
3,"IE051",6,6,6,6,6,1,5,1,6,6,6,6
3,"IE061",8,5,1,5,4,1,5,1,3,4,4,3
3,"IE051",5,8,8,5,5,2,5,2,6,6,6,6
3,"IE062",8,9,9,6,6,1,4,2,5,3,4,6
3,"IE062",5,5,6,5,5,1,5,1,4,4,4,5
3,"IE061",4,7,2,2,88,1,5,1,3,3,5,5
3,"IE052",88,3,1,0,0,4,3,5,0,8,4,3
3,"IE061",5,8,8,4,5,2,3,5,1,3,5,6
3,"IE051",8,8,8,8,8,2,5,3,6,8,4,4
3,"IE061",4,8,8,4,4,1,4,1,6,6,6,6
3,"IE061",3,4,5,5,5,2,5,3,4,6,6,6
3,"IE042",7,8,9,5,5,2,4,2,3,6,6,6
3,"IE042",4,3,88,4,4,1,7,1,4,4,5,6
3,"IE042",1,1,8,6,6,1,5,1,6,6,6,6
3,"IE051",0,0,0,0,0,2,5,3,4,4,3,3
3,"IE061",8,6,1,5,8,1,4,3,3,6,8,6
3,"IE061",7,6,4,3,4,1,5,3,5,5,5,5
3,"IE042",5,7,1,2,0,1,5,1,5,5,5,6
3,"IE053",7,1,9,5,5,2,2,4,4,6,5,5
3,"IE061",5,7,7,1,1,2,5,2,5,4,6,6
3,"IE061",2,5,7,5,5,1,5,1,6,6,6,6
3,"IE061",7,8,9,6,6,2,4,4,6,5,6,5
3,"IE061",6,6,7,6,6,2,3,3,4,5,6,4
3,"IE053",5,4,6,4,4,1,5,1,5,4,6,6
3,"IE053",3,4,5,3,3,2,5,2,5,5,5,5
3,"IE061",6,8,7,6,6,1,5,1,6,6,6,6
3,"IE052",88,7,5,3,5,1,5,1,4,5,5,5
3,"IE061",7,8,8,6,4,5,5,5,3,5,5,5
3,"IE063",5,5,4,4,4,1,5,1,4,4,4,4
3,"IE062",2,2,5,3,3,1,5,1,6,5,4,6
3,"IE061",5,7,7,5,5,1,5,1,5,5,5,4
3,"IE062",4,6,7,3,2,2,2,2,4,5,5,4
3,"IE061",10,10,10,10,7,1,5,2,6,6,6,6
3,"IE061",88,5,5,3,2,1,5,1,6,6,6,6
3,"IE053",4,5,9,3,5,1,7,1,3,6,6,6
3,"IE061",3,3,6,4,4,2,4,3,4,4,3,4
3,"IE042",7,9,9,6,4,1,5,1,6,6,6,6
3,"IE041",4,4,7,3,2,2,4,4,4,3,3,3
3,"IE061",3,0,10,1,1,3,5,5,5,5,4,5
3,"IE053",7,7,8,6,6,1,5,5,6,6,6,6
3,"IE061",8,9,9,6,5,2,5,2,6,6,6,6
3,"IE053",3,7,9,1,2,2,4,2,5,5,6,6
3,"IE041",5,6,6,2,2,1,5,1,4,6,6,6
3,"IE061",5,0,5,5,3,1,5,1,4,6,6,6
3,"IE063",2,3,4,1,0,1,5,1,6,6,6,6
3,"IE063",5,6,7,8,7,3,2,3,4,2,3,4
3,"IE061",7,6,2,0,2,2,5,3,2,2,3,4
3,"IE041",5,7,7,5,4,2,5,2,3,5,5,6
3,"IE051",2,1,7,3,3,1,5,1,4,6,4,6
3,"IE042",8,8,10,8,9,1,5,2,6,6,6,5
3,"IE052",4,6,8,8,7,2,5,2,8,4,4,6
3,"IE061",4,6,7,4,4,1,5,1,5,4,5,4
3,"IE062",5,7,7,4,4,1,5,1,6,5,5,6
3,"IE061",9,9,9,9,8,1,5,1,6,6,6,6
3,"IE061",1,2,5,1,1,1,5,1,3,4,4,6
3,"IE061",9,3,7,5,5,1,4,8,8,6,3,8
3,"IE062",88,5,10,5,5,2,4,3,6,6,6,5
3,"IE061",7,7,9,7,7,1,5,1,5,5,5,5
3,"IE061",5,7,7,5,5,1,5,1,6,6,6,6
3,"IE063",8,8,8,7,7,1,5,2,8,6,6,6
3,"IE062",6,88,6,6,6,2,3,2,5,4,4,4
3,"IE063",0,4,9,0,0,4,2,5,1,2,2,5
3,"IE052",2,1,4,1,1,1,5,1,3,4,4,5
3,"IE061",5,6,6,3,3,2,3,8,5,5,4,4
3,"IE042",7,7,8,8,8,1,7,1,5,6,6,6
3,"IE041",5,7,8,5,5,2,4,2,6,6,6,6
3,"IE052",88,6,5,0,0,2,4,3,3,8,3,8
3,"IE061",4,6,7,6,3,1,5,1,6,6,6,6
3,"IE061",8,7,8,7,6,1,5,1,3,5,5,6
3,"IE063",2,6,6,5,6,3,2,2,4,3,4,4
3,"IE062",7,7,7,3,3,1,5,1,6,6,6,6
3,"IE063",0,0,0,0,0,8,8,8,4,8,8,8
3,"IE041",4,6,3,3,3,1,4,4,8,5,6,6
3,"IE061",5,5,5,6,5,1,3,3,3,4,3,5
3,"IE063",2,5,6,2,2,1,5,2,6,6,6,6
3,"IE062",5,6,7,5,5,1,5,1,6,0,6,6
3,"IE061",6,8,7,5,5,2,1,1,6,4,4,3
3,"IE061",2,2,3,2,2,3,4,3,6,4,6,6
3,"IE053",6,5,8,4,2,2,4,3,3,5,5,6
3,"IE053",5,5,5,4,4,1,5,2,6,6,6,6
3,"IE052",10,10,10,10,10,3,5,2,4,4,4,3
3,"IE061",5,7,7,6,6,1,5,1,2,4,5,5
3,"IE041",0,5,5,0,0,2,4,1,5,3,6,6
3,"IE062",3,2,1,0,0,2,3,3,3,3,3,6
3,"IE042",5,6,8,7,6,1,5,2,2,4,6,6
3,"IE061",7,7,7,7,7,1,7,1,6,6,6,6
3,"IE051",6,2,8,6,5,2,5,3,5,3,5,6
3,"IE053",2,6,5,4,4,1,5,3,8,4,5,4
3,"IE063",1,1,1,1,1,2,5,3,4,6,6,6
3,"IE061",3,2,3,1,2,3,3,3,3,3,4,6
3,"IE061",5,8,0,0,0,1,5,1,5,4,4,5
3,"IE061",4,6,6,2,2,1,4,1,4,4,5,6
3,"IE042",0,8,8,0,0,2,3,4,6,6,6,6
3,"IE053",6,6,5,3,4,1,5,5,3,6,6,6
3,"IE053",4,5,5,3,4,2,5,1,4,5,5,5
3,"IE053",5,6,6,5,4,2,2,8,3,4,4,5
3,"IE061",5,8,8,88,88,1,5,1,6,6,6,6
3,"IE061",9,9,9,9,9,1,5,1,6,6,6,6
3,"IE053",6,7,7,7,7,1,5,1,3,3,3,3
3,"IE061",6,5,8,6,4,1,5,1,4,4,5,6
3,"IE052",2,3,5,3,3,3,4,4,5,5,5,5
3,"IE053",7,7,9,7,7,1,5,1,3,2,4,4
3,"IE041",4,6,7,4,4,2,4,3,4,4,4,4
3,"IE051",6,8,9,8,6,3,4,4,2,5,5,5
3,"IE042",3,3,3,3,3,1,5,1,6,6,6,6
3,"IE053",7,8,9,7,7,2,4,2,3,4,4,5
3,"IE053",4,5,6,4,4,2,4,3,5,5,6,5
3,"IE062",5,8,8,6,5,1,5,1,6,8,8,6
3,"IE062",5,7,9,7,7,1,5,2,4,5,5,5
3,"IE061",7,5,7,88,5,2,4,3,4,4,4,4
3,"IE061",6,7,4,5,4,1,5,1,1,6,6,6
3,"IE062",6,6,6,6,6,2,2,2,4,5,4,4
3,"IE042",3,3,3,3,3,2,4,8,5,5,5,5
3,"IE042",10,10,10,10,10,2,2,2,6,6,6,6
3,"IE042",5,5,5,5,5,2,4,2,5,5,5,5
3,"IE063",0,2,4,0,2,2,5,5,8,8,8,8
3,"IE041",7,10,7,7,7,1,5,1,3,6,6,5
3,"IE061",7,8,8,8,6,1,3,1,6,8,6,6
3,"IE052",6,8,8,4,4,3,5,3,8,6,6,6
3,"IE042",7,7,6,6,6,1,1,1,5,6,6,6
3,"IE052",3,3,3,3,3,1,7,7,2,3,2,4
3,"IE053",8,7,4,5,6,1,5,1,6,6,6,6
3,"IE051",8,8,8,6,6,2,5,4,8,3,4,4
3,"IE063",3,5,8,2,3,2,5,1,3,2,3,6
3,"IE062",7,7,7,7,7,1,5,2,6,5,6,6
3,"IE061",8,5,8,5,7,1,5,5,3,6,6,6
3,"IE041",7,8,10,10,4,2,4,4,4,4,4,5
3,"IE061",5,8,8,1,3,2,5,1,6,6,6,6
3,"IE042",6,5,8,6,6,1,5,1,6,6,6,6
3,"IE061",5,2,1,2,2,1,5,1,6,6,6,6
3,"IE061",6,5,3,2,3,2,4,2,3,4,6,6
3,"IE062",3,6,7,4,4,1,5,1,6,6,6,6
3,"IE062",6,8,8,5,5,2,5,2,5,5,4,5
3,"IE042",4,7,8,3,3,1,5,1,6,6,6,6
3,"IE063",5,6,7,5,5,1,5,1,6,6,6,6
3,"IE041",1,3,5,0,0,3,3,3,5,5,5,5
3,"IE062",7,1,7,3,3,2,5,1,4,4,4,5
3,"IE061",7,8,9,8,6,2,5,2,4,4,4,5
3,"IE062",88,9,6,2,2,2,5,2,5,3,3,6
3,"IE062",8,8,8,4,4,2,4,4,4,1,2,2
3,"IE052",1,3,1,1,1,1,4,1,6,6,6,6
3,"IE042",5,8,8,5,5,7,7,7,6,6,6,6
3,"IE063",4,5,5,5,4,1,5,2,5,4,6,6
3,"IE051",6,5,5,5,4,1,5,1,5,6,6,6
3,"IE041",88,88,10,5,5,2,4,4,3,8,8,3
3,"IE062",7,6,7,5,5,2,2,2,6,6,6,6
3,"IE061",6,7,7,4,4,2,4,2,3,3,3,3
3,"IE051",0,0,0,0,0,1,4,4,4,3,3,3
3,"IE051",6,6,8,6,6,1,5,2,5,5,5,4
3,"IE052",6,5,5,6,7,2,4,4,5,5,5,8
3,"IE062",0,2,2,0,0,2,5,3,3,3,3,4
3,"IE063",8,7,9,8,7,1,5,2,4,6,5,5
3,"IE062",6,5,8,4,4,2,5,1,5,4,4,6
3,"IE041",7,5,9,6,5,2,3,2,4,2,4,3
3,"IE041",6,2,7,5,5,2,5,2,4,3,3,4
3,"IE063",6,8,8,6,6,1,5,1,6,6,6,6
3,"IE061",0,1,0,0,0,1,5,5,6,6,6,6
3,"IE041",1,5,6,2,3,3,3,3,4,5,3,4
3,"IE062",7,10,10,7,5,3,4,4,6,6,6,6
3,"IE052",3,7,7,4,3,1,5,1,5,4,4,5
3,"IE061",4,5,5,4,4,1,4,1,7,7,7,5
3,"IE042",4,4,8,4,4,8,8,8,5,4,4,6
3,"IE061",5,6,6,4,4,1,1,1,4,5,5,5
3,"IE052",8,10,10,8,8,1,5,1,6,6,6,6
3,"IE042",6,6,7,5,5,2,5,4,3,5,5,4
3,"IE063",7,6,7,7,7,1,5,2,3,6,6,6
3,"IE061",2,5,6,2,2,1,5,1,6,3,3,6
